"gene","cv_g1","cv_g2","max_cv","pair"
"PYGB",18.7612273325144,21.2244171561782,21.2244171561782,"CRE: T1 vs T2"
"PRDX6",18.8732145337971,16.9536186854104,18.8732145337971,"CRE: T1 vs T2"
"IDH2",43.0769347699167,33.0255006110819,43.0769347699167,"CRE: T1 vs T2"
"MYH2",45.547596649447,144.202076362331,144.202076362331,"CRE: T1 vs T2"
"MYLPF",65.1031993242174,106.287220321578,106.287220321578,"CRE: T1 vs T2"
"ATP2A2",26.50577313662,32.6958828509887,32.6958828509887,"CRE: T1 vs T2"
"ATP5F1B",48.6357587204639,37.975066802713,48.6357587204639,"CRE: T1 vs T2"
"MDH2",41.0337814786802,37.9764821595513,41.0337814786802,"CRE: T1 vs T2"
"ATP5F1A",56.2724167008282,27.2769741951131,56.2724167008282,"CRE: T1 vs T2"
"MYH1",63.3683763079143,110.300787269779,110.300787269779,"CRE: T1 vs T2"
"PFKM",8.33322493381135,22.5429844093689,22.5429844093689,"CRE: T1 vs T2"
"S100A1",32.375503488825,76.5227051078569,76.5227051078569,"CRE: T1 vs T2"
"HSPB6",31.1423658088916,23.9623425006566,31.1423658088916,"CRE: T1 vs T2"
"EEF1A1",24.5074726897102,27.6638747189693,27.6638747189693,"CRE: T1 vs T2"
"FBP2",25.0861342065949,21.0990147143941,25.0861342065949,"CRE: T1 vs T2"
"ARF4",23.5647113433245,37.3540262523045,37.3540262523045,"CRE: T1 vs T2"
"SLC25A4",37.1858635186724,53.2004494613811,53.2004494613811,"CRE: T1 vs T2"
"TNNC2",48.7507463255084,107.915041057539,107.915041057539,"CRE: T1 vs T2"
"PGM1",15.0721324355338,20.8492513478845,20.8492513478845,"CRE: T1 vs T2"
"YWHAE",18.2775531282936,14.2160907194138,18.2775531282936,"CRE: T1 vs T2"
"GOT1",35.2831161157499,39.9675065008885,39.9675065008885,"CRE: T1 vs T2"
"CKMT2",55.0474134961713,60.110848933559,60.110848933559,"CRE: T1 vs T2"
"MYL6",34.687027120634,58.66188074759,58.66188074759,"CRE: T1 vs T2"
"ATP2A3",39.4061361420788,48.140995526019,48.140995526019,"CRE: T1 vs T2"
"RPS27A",35.7973822808597,23.5643804993509,35.7973822808597,"CRE: T1 vs T2"
"PDLIM3",37.8485037116125,29.236032843154,37.8485037116125,"CRE: T1 vs T2"
"PEBP1",29.7417064656188,23.3822965596076,29.7417064656188,"CRE: T1 vs T2"
"TPM2",29.8132823059583,150.47401629153,150.47401629153,"CRE: T1 vs T2"
"SOD1",20.6236061141416,21.4069302091103,21.4069302091103,"CRE: T1 vs T2"
"GPI",15.2421192414114,19.3520369159165,19.3520369159165,"CRE: T1 vs T2"
"TUBB",29.6394376764975,28.6134028140216,29.6394376764975,"CRE: T1 vs T2"
"PARK7",21.7992878458902,21.2555085569743,21.7992878458902,"CRE: T1 vs T2"
"GOT2",50.9115614918779,45.2407379003266,50.9115614918779,"CRE: T1 vs T2"
"MYL3",57.3133323003516,106.628778662348,106.628778662348,"CRE: T1 vs T2"
"MT-CO2",47.6073690925404,17.387693273919,47.6073690925404,"CRE: T1 vs T2"
"PRDX1",25.8054125962727,37.9863267220168,37.9863267220168,"CRE: T1 vs T2"
"ALDOC",15.3925298580658,26.979095612611,26.979095612611,"CRE: T1 vs T2"
"CYCS",33.6911934255314,53.6524648189812,53.6524648189812,"CRE: T1 vs T2"
"TPM1",30.4002036570359,156.048691070121,156.048691070121,"CRE: T1 vs T2"
"PPIA",49.5316699119189,36.1885949795785,49.5316699119189,"CRE: T1 vs T2"
"GPD1",34.021809692936,24.2904569388451,34.021809692936,"CRE: T1 vs T2"
"CFL1",37.7863795810226,25.5468742609172,37.7863795810226,"CRE: T1 vs T2"
"VIM",97.0435979739403,108.683422078621,108.683422078621,"CRE: T1 vs T2"
"CS",40.5205622874227,55.7064187904085,55.7064187904085,"CRE: T1 vs T2"
"DECR1",60.3326278809511,46.1772020823627,60.3326278809511,"CRE: T1 vs T2"
"HSPA8",21.1766066302055,10.7861369329588,21.1766066302055,"CRE: T1 vs T2"
"HADHA",19.5890624520978,24.567168582526,24.567168582526,"CRE: T1 vs T2"
"ACO2",40.1268723857089,42.8017070525526,42.8017070525526,"CRE: T1 vs T2"
"LGALS1",41.4879482774629,39.6470653230032,41.4879482774629,"CRE: T1 vs T2"
"BLVRB",81.6904893620818,65.8806030385025,81.6904893620818,"CRE: T1 vs T2"
"ACAT1",17.1658931922742,26.4672866016269,26.4672866016269,"CRE: T1 vs T2"
"ANXA2",77.1963261774967,62.8600497629503,77.1963261774967,"CRE: T1 vs T2"
"CSRP3",46.1503923832119,32.4777185542777,46.1503923832119,"CRE: T1 vs T2"
"LDB3",22.1902707508602,41.0121125120895,41.0121125120895,"CRE: T1 vs T2"
"AKR1A1",14.2288140483323,18.3226902625873,18.3226902625873,"CRE: T1 vs T2"
"GSTM2",27.8067986288654,31.9729751228876,31.9729751228876,"CRE: T1 vs T2"
"MYBPC1",47.9871272814039,72.9582664861674,72.9582664861674,"CRE: T1 vs T2"
"TNNI2",41.9866738792701,150.33083190699,150.33083190699,"CRE: T1 vs T2"
"ANXA6",15.0702031307606,21.2786858166792,21.2786858166792,"CRE: T1 vs T2"
"CFL2",31.330067285224,16.9547376627893,31.330067285224,"CRE: T1 vs T2"
"VDAC1",19.7048093416246,11.6872594262551,19.7048093416246,"CRE: T1 vs T2"
"TXN",25.8983356885815,41.4689721263869,41.4689721263869,"CRE: T1 vs T2"
"FLNC",43.5340648522531,37.264015565758,43.5340648522531,"CRE: T1 vs T2"
"CALM1",36.1525702252552,43.3714333782996,43.3714333782996,"CRE: T1 vs T2"
"TNNT3",36.4340889403434,145.722953301369,145.722953301369,"CRE: T1 vs T2"
"LDHB",21.5148233159168,41.7710540468165,41.7710540468165,"CRE: T1 vs T2"
"BIN1",25.3775032269416,11.2702050167343,25.3775032269416,"CRE: T1 vs T2"
"ACADVL",31.1341595911009,48.8938292435909,48.8938292435909,"CRE: T1 vs T2"
"AKR1B1",18.3404436118306,29.3317194322598,29.3317194322598,"CRE: T1 vs T2"
"PRDX3",21.9014572387089,15.7350510603309,21.9014572387089,"CRE: T1 vs T2"
"HADHB",20.6416029024276,30.0423772504539,30.0423772504539,"CRE: T1 vs T2"
"CAT",112.030530605116,83.2288120839746,112.030530605116,"CRE: T1 vs T2"
"S100A4",69.3071465735418,88.4914748840855,88.4914748840855,"CRE: T1 vs T2"
"UQCRC2",51.5205613286739,23.9952793988585,51.5205613286739,"CRE: T1 vs T2"
"TUBA1B",30.1608977008103,36.7297662011517,36.7297662011517,"CRE: T1 vs T2"
"SLC25A6",38.7029065720074,58.472451340702,58.472451340702,"CRE: T1 vs T2"
"SLC25A5",33.0367240623965,42.3201236913118,42.3201236913118,"CRE: T1 vs T2"
"H2BC4",47.0908730316173,113.884579482743,113.884579482743,"CRE: T1 vs T2"
"TUBA4A",25.9814334839064,20.4266109173103,25.9814334839064,"CRE: T1 vs T2"
"DCN",53.749567233826,91.471665238908,91.471665238908,"CRE: T1 vs T2"
"APOBEC2",26.7737722289144,29.4805418697691,29.4805418697691,"CRE: T1 vs T2"
"HSP90AA1",14.3280532593563,20.7720835041106,20.7720835041106,"CRE: T1 vs T2"
"EEF1A2",21.0533025696898,23.9119079717769,23.9119079717769,"CRE: T1 vs T2"
"ATP5MF",41.0634411611521,29.1952508564673,41.0634411611521,"CRE: T1 vs T2"
"TTN",41.0213274860715,126.177069560208,126.177069560208,"CRE: T1 vs T2"
"SRL",21.9200039072733,16.4989951379095,21.9200039072733,"CRE: T1 vs T2"
"HSPA1A",28.5248538635383,18.7617222294493,28.5248538635383,"CRE: T1 vs T2"
"COX5B",51.3066135179883,30.2541949338123,51.3066135179883,"CRE: T1 vs T2"
"TNNC1",36.580982961392,114.071143416117,114.071143416117,"CRE: T1 vs T2"
"SELENBP1",61.7891833314525,43.9726935581484,61.7891833314525,"CRE: T1 vs T2"
"ECHS1",21.1015978218956,26.4264968434016,26.4264968434016,"CRE: T1 vs T2"
"NDUFA4",39.1836448183338,54.8174398003067,54.8174398003067,"CRE: T1 vs T2"
"ATP5MG",43.9541912043222,36.0638496459152,43.9541912043222,"CRE: T1 vs T2"
"PFN1",18.1339105307448,25.0423305556359,25.0423305556359,"CRE: T1 vs T2"
"ATP5F1C",56.6467937869499,35.5483137983325,56.6467937869499,"CRE: T1 vs T2"
"ANKRD2",43.6430280581307,54.1735574167693,54.1735574167693,"CRE: T1 vs T2"
"UQCRC1",42.2615850753534,35.5158958508284,42.2615850753534,"CRE: T1 vs T2"
"HADH",21.6180762318904,32.5432457652074,32.5432457652074,"CRE: T1 vs T2"
"PDLIM5",14.190988904506,60.2013439380188,60.2013439380188,"CRE: T1 vs T2"
"YWHAG",27.26185556617,13.399094294941,27.26185556617,"CRE: T1 vs T2"
"PLIN1",105.536227757314,72.6741089250889,105.536227757314,"CRE: T1 vs T2"
"COX7A1",43.4273771544957,18.0893084030947,43.4273771544957,"CRE: T1 vs T2"
"DBI",15.1240301668552,15.4496579259434,15.4496579259434,"CRE: T1 vs T2"
"SOD2",40.9960640960687,42.145185060093,42.145185060093,"CRE: T1 vs T2"
"TPM3",51.1589231584119,121.415358922913,121.415358922913,"CRE: T1 vs T2"
"TUBB4B",25.0326095393553,15.7118991351025,25.0326095393553,"CRE: T1 vs T2"
"TRIM72",17.8944960120653,13.3323486069677,17.8944960120653,"CRE: T1 vs T2"
"COX4I1",39.8952366823386,21.6885429331284,39.8952366823386,"CRE: T1 vs T2"
"UGP2",14.0632401488927,7.02804465256909,14.0632401488927,"CRE: T1 vs T2"
"ATP5PO",54.6975746023402,32.566055891166,54.6975746023402,"CRE: T1 vs T2"
"ANXA1",91.7170195311298,74.3189430211267,91.7170195311298,"CRE: T1 vs T2"
"LUM",64.6709015842964,81.769590235287,81.769590235287,"CRE: T1 vs T2"
"CASQ2",50.007049139217,51.5071430762773,51.5071430762773,"CRE: T1 vs T2"
"QDPR",15.0511302148781,25.6568214969237,25.6568214969237,"CRE: T1 vs T2"
"CMBL",15.8534175242526,22.9582229391491,22.9582229391491,"CRE: T1 vs T2"
"MYOM2",19.7413830230611,66.902793642049,66.902793642049,"CRE: T1 vs T2"
"AHNAK",52.582281257131,75.8453621347849,75.8453621347849,"CRE: T1 vs T2"
"GLO1",23.8275588661931,16.9125364910154,23.8275588661931,"CRE: T1 vs T2"
"MIF",31.6832681304828,21.2951174395704,31.6832681304828,"CRE: T1 vs T2"
"VDAC3",27.8011950623858,21.8216065809391,27.8011950623858,"CRE: T1 vs T2"
"GSTP1",30.3915288405114,26.1229140849663,30.3915288405114,"CRE: T1 vs T2"
"ECH1",23.9874725679983,42.2921964097585,42.2921964097585,"CRE: T1 vs T2"
"GSN",56.6256083098198,70.368109646927,70.368109646927,"CRE: T1 vs T2"
"SLC25A3",48.6065779733503,25.0397151186653,48.6065779733503,"CRE: T1 vs T2"
"ATP5PD",47.2290077796971,43.7869889820689,47.2290077796971,"CRE: T1 vs T2"
"ADSS1",13.0250096933593,14.4478164474795,14.4478164474795,"CRE: T1 vs T2"
"CAVIN1",63.3541485508083,50.8436872920006,63.3541485508083,"CRE: T1 vs T2"
"MT-ATP6",44.149596545238,31.3005427950995,44.149596545238,"CRE: T1 vs T2"
"TNNI1",40.4924250770178,108.627123859134,108.627123859134,"CRE: T1 vs T2"
"HSPB7",35.2587082462277,27.7483763463502,35.2587082462277,"CRE: T1 vs T2"
"CSTB",20.3320043869834,35.7364996836208,35.7364996836208,"CRE: T1 vs T2"
"RTN2",28.6214208630565,17.520020692295,28.6214208630565,"CRE: T1 vs T2"
"LCP1",66.4144149334978,73.5561727819217,73.5561727819217,"CRE: T1 vs T2"
"ACTN2",88.6325828187653,169.558608164907,169.558608164907,"CRE: T1 vs T2"
"NNT",42.0303265216143,31.1536790662214,42.0303265216143,"CRE: T1 vs T2"
"TNNT1",50.3249409737627,116.260473217376,116.260473217376,"CRE: T1 vs T2"
"PRDX5",16.0074878940734,17.9882095057527,17.9882095057527,"CRE: T1 vs T2"
"PADI2",17.7176248946017,13.4493307087458,17.7176248946017,"CRE: T1 vs T2"
"UQCR10",24.4164981442419,39.9212225573469,39.9212225573469,"CRE: T1 vs T2"
"ETFA",33.7290042643345,46.8119516728413,46.8119516728413,"CRE: T1 vs T2"
"ACSL1",17.2894915825976,26.5779601067287,26.5779601067287,"CRE: T1 vs T2"
"GLRX",55.7031295451924,40.5203420962857,55.7031295451924,"CRE: T1 vs T2"
"FH",33.1317179961264,31.9717112601114,33.1317179961264,"CRE: T1 vs T2"
"HINT1",21.2847319648019,20.0024095981726,21.2847319648019,"CRE: T1 vs T2"
"MYH3",83.2973796761606,105.717793946006,105.717793946006,"CRE: T1 vs T2"
"NIPSNAP2",33.2137770138719,23.3667382895162,33.2137770138719,"CRE: T1 vs T2"
"FTH1",64.6265223419818,39.9133498702749,64.6265223419818,"CRE: T1 vs T2"
"VDAC2",26.6757206889462,13.6367187117146,26.6757206889462,"CRE: T1 vs T2"
"HIST2H2AA3",45.2341294314707,141.978495830832,141.978495830832,"CRE: T1 vs T2"
"ACYP2",40.6787356662264,12.7886725908969,40.6787356662264,"CRE: T1 vs T2"
"COX6C",48.467732256635,21.4993859397726,48.467732256635,"CRE: T1 vs T2"
"COX5A",41.8011654708533,16.7972715944848,41.8011654708533,"CRE: T1 vs T2"
"UQCRFS1",38.2687185853305,35.158016348097,38.2687185853305,"CRE: T1 vs T2"
"CYB5R3",43.922428281956,42.0657329934466,43.922428281956,"CRE: T1 vs T2"
"HSP90AB1",22.675403047965,13.1865474540895,22.675403047965,"CRE: T1 vs T2"
"PCMT1",26.2922386016273,26.5429226827664,26.5429226827664,"CRE: T1 vs T2"
"H4C1",54.6279697440332,136.150539285727,136.150539285727,"CRE: T1 vs T2"
"PSAP",11.8738589548328,26.0047413973675,26.0047413973675,"CRE: T1 vs T2"
"ECI1",51.609047972508,38.2126253091105,51.609047972508,"CRE: T1 vs T2"
"CYB5R1",15.1762841483053,28.6454834882111,28.6454834882111,"CRE: T1 vs T2"
"AAMDC",27.2030527627224,25.5461666385783,27.2030527627224,"CRE: T1 vs T2"
"PITPNA",55.9594273358122,47.1344094339108,55.9594273358122,"CRE: T1 vs T2"
"ATP5ME",53.0909441640238,43.094656822933,53.0909441640238,"CRE: T1 vs T2"
"UQCRB",45.7619943207895,14.9612012062146,45.7619943207895,"CRE: T1 vs T2"
"PHPT1",37.9309952950281,20.1172834485363,37.9309952950281,"CRE: T1 vs T2"
"VBP1",30.3939904128897,16.1522850107733,30.3939904128897,"CRE: T1 vs T2"
"CP",82.6872077732857,102.276319763892,102.276319763892,"CRE: T1 vs T2"
"C1QBP",33.4149342831192,22.3974400524682,33.4149342831192,"CRE: T1 vs T2"
"ADH1B",121.746530996849,62.8222982257199,121.746530996849,"CRE: T1 vs T2"
"AGL",31.5622075578164,33.3777395952014,33.3777395952014,"CRE: T1 vs T2"
"ESD",21.7708797529549,12.243307270374,21.7708797529549,"CRE: T1 vs T2"
"LMCD1",19.3843296517419,20.9886116891524,20.9886116891524,"CRE: T1 vs T2"
"EIF5A",40.0457311861981,25.0695197160888,40.0457311861981,"CRE: T1 vs T2"
"ATP5F1D",55.0234239542922,35.0786236187575,55.0234239542922,"CRE: T1 vs T2"
"CD36",51.8336193627905,47.823181576048,51.8336193627905,"CRE: T1 vs T2"
"PLIN4",65.1538812871579,47.7787580654136,65.1538812871579,"CRE: T1 vs T2"
"TPT1",8.79534347932019,10.1668595417261,10.1668595417261,"CRE: T1 vs T2"
"CYC1",40.6286975983581,35.7223470608605,40.6286975983581,"CRE: T1 vs T2"
"KLHL41",50.285761192746,58.3320897234812,58.3320897234812,"CRE: T1 vs T2"
"CISD1",42.6262341267894,8.53267834135123,42.6262341267894,"CRE: T1 vs T2"
"SDHA",36.8001494355864,45.7614295823235,45.7614295823235,"CRE: T1 vs T2"
"UQCRH",48.0629753084053,90.5155616119369,90.5155616119369,"CRE: T1 vs T2"
"NPEPPS",15.905795688724,15.3500646341539,15.905795688724,"CRE: T1 vs T2"
"MACROD1",27.1066282136882,23.7919535965212,27.1066282136882,"CRE: T1 vs T2"
"NDRG2",22.4771932985406,17.6798239849525,22.4771932985406,"CRE: T1 vs T2"
"RAB1B",36.4850971770702,31.2141293744079,36.4850971770702,"CRE: T1 vs T2"
"EHD2",63.4150021063968,50.4676942462896,63.4150021063968,"CRE: T1 vs T2"
"NUTF2",29.124786002552,14.9514544215231,29.124786002552,"CRE: T1 vs T2"
"FLNB",35.7597754961758,30.6961982564752,35.7597754961758,"CRE: T1 vs T2"
"VCL",17.6352208687156,30.5339791547398,30.5339791547398,"CRE: T1 vs T2"
"CAV1",89.3603782389351,68.7839772681811,89.3603782389351,"CRE: T1 vs T2"
"NEB",46.6360536415463,153.81175300813,153.81175300813,"CRE: T1 vs T2"
"PYGL",33.5893121936759,25.8556443023911,33.5893121936759,"CRE: T1 vs T2"
"CRAT",29.3187869287657,40.3976647662595,40.3976647662595,"CRE: T1 vs T2"
"ST13",25.1685226223785,32.5956721916504,32.5956721916504,"CRE: T1 vs T2"
"AKR1C1",102.645960843035,59.0309661168448,102.645960843035,"CRE: T1 vs T2"
"UBE2N",17.7635903464431,9.46233735158427,17.7635903464431,"CRE: T1 vs T2"
"HSP90B1",31.9183467013412,55.3467345337688,55.3467345337688,"CRE: T1 vs T2"
"NME2",37.5035688283306,45.7052851342718,45.7052851342718,"CRE: T1 vs T2"
"RTN4",31.5354729651535,22.7252265065679,31.5354729651535,"CRE: T1 vs T2"
"DLST",45.1050924428228,37.7008016232821,45.1050924428228,"CRE: T1 vs T2"
"SYPL2",33.6953153416538,16.1472021336706,33.6953153416538,"CRE: T1 vs T2"
"RAN",29.3934784311883,30.4703283181839,30.4703283181839,"CRE: T1 vs T2"
"GYG1",34.3553794733188,7.04641275050404,34.3553794733188,"CRE: T1 vs T2"
"RNH1",19.2692100517874,32.3884789509136,32.3884789509136,"CRE: T1 vs T2"
"ADH5",24.7668498950451,31.0422052022006,31.0422052022006,"CRE: T1 vs T2"
"ACAA2",12.9954315818833,28.9404159539132,28.9404159539132,"CRE: T1 vs T2"
"YWHAZ",61.8526119760641,51.6420336030665,61.8526119760641,"CRE: T1 vs T2"
"HSPA2",35.4004839796898,48.1245853071689,48.1245853071689,"CRE: T1 vs T2"
"HSPD1",28.4514864978375,38.8556107124076,38.8556107124076,"CRE: T1 vs T2"
"ATP5PB",53.4061798070937,58.1722785486723,58.1722785486723,"CRE: T1 vs T2"
"FLNA",38.9398020176305,40.8141865554305,40.8141865554305,"CRE: T1 vs T2"
"ARL6IP5",39.7345602347411,14.4163135472474,39.7345602347411,"CRE: T1 vs T2"
"PDHB",60.4747603196493,34.8921097172691,60.4747603196493,"CRE: T1 vs T2"
"ACTN1",46.1154082419996,132.407913834653,132.407913834653,"CRE: T1 vs T2"
"COX6B1",47.0186551653794,66.643716250339,66.643716250339,"CRE: T1 vs T2"
"TUFM",31.666431248333,24.6100724762873,31.666431248333,"CRE: T1 vs T2"
"HAGH",24.6250755131141,26.4124536620379,26.4124536620379,"CRE: T1 vs T2"
"TAGLN",50.7425526032354,59.8951054831123,59.8951054831123,"CRE: T1 vs T2"
"NDUFS1",43.0186880306613,23.3764484796629,43.0186880306613,"CRE: T1 vs T2"
"DLD",41.6946987300383,24.7869966668627,41.6946987300383,"CRE: T1 vs T2"
"OGDH",47.3211420497679,46.1476564709521,47.3211420497679,"CRE: T1 vs T2"
"COQ9",46.493792222769,46.100622163279,46.493792222769,"CRE: T1 vs T2"
"DLAT",57.2157810607187,30.2346121996478,57.2157810607187,"CRE: T1 vs T2"
"COQ8A",25.2514777582583,35.1449123685834,35.1449123685834,"CRE: T1 vs T2"
"SLC25A12",37.9975644927362,15.1074980366783,37.9975644927362,"CRE: T1 vs T2"
"FKBP3",7.52122607926345,17.173063625528,17.173063625528,"CRE: T1 vs T2"
"ATP5MD",57.180901972075,58.3631511713346,58.3631511713346,"CRE: T1 vs T2"
"EEF2",20.8447160194164,5.71363636042544,20.8447160194164,"CRE: T1 vs T2"
"ACTN4",43.7766834847186,81.5416499794531,81.5416499794531,"CRE: T1 vs T2"
"PDHA1",53.1462218525609,45.5814273469746,53.1462218525609,"CRE: T1 vs T2"
"MSN",48.3364696456155,45.260435205693,48.3364696456155,"CRE: T1 vs T2"
"GSTO1",23.0732187588889,27.2415679599017,27.2415679599017,"CRE: T1 vs T2"
"BPGM",94.2877422911365,81.2062955160814,94.2877422911365,"CRE: T1 vs T2"
"GPD1L",35.2291772578312,44.1277005087114,44.1277005087114,"CRE: T1 vs T2"
"SUCLA2",47.3311145477134,46.6241490619137,47.3311145477134,"CRE: T1 vs T2"
"UBA1",23.5266442049903,29.3250365880993,29.3250365880993,"CRE: T1 vs T2"
"ACADM",42.0159111623499,39.4142925388081,42.0159111623499,"CRE: T1 vs T2"
"SDHB",39.5206740818608,42.1034971045839,42.1034971045839,"CRE: T1 vs T2"
"ALDH9A1",18.6601685301302,25.3476993843493,25.3476993843493,"CRE: T1 vs T2"
"FBP1",18.0322257641624,35.6820850333041,35.6820850333041,"CRE: T1 vs T2"
"PRELP",87.8481513924117,91.7970023086076,91.7970023086076,"CRE: T1 vs T2"
"GAMT",16.3562236045207,16.2842247797131,16.3562236045207,"CRE: T1 vs T2"
"SAR1A",15.8479400503162,20.2658060249759,20.2658060249759,"CRE: T1 vs T2"
"AOC3",101.394495493465,66.5554344272544,101.394495493465,"CRE: T1 vs T2"
"GSTM3",42.2970797474908,56.4311060737319,56.4311060737319,"CRE: T1 vs T2"
"PHB",33.5477279965608,24.4896073414512,33.5477279965608,"CRE: T1 vs T2"
"P4HB",23.3655130201397,36.7185303418206,36.7185303418206,"CRE: T1 vs T2"
"FTL",65.9553057580033,81.5156112569858,81.5156112569858,"CRE: T1 vs T2"
"LRRC20",19.2370457008824,17.404261654487,19.2370457008824,"CRE: T1 vs T2"
"COX7C",51.9619433897905,42.1129564972498,51.9619433897905,"CRE: T1 vs T2"
"EHD1",44.8165666225692,43.8165899858984,44.8165666225692,"CRE: T1 vs T2"
"SNCA",118.810196967282,89.7811176164149,118.810196967282,"CRE: T1 vs T2"
"RAP1B",68.273622558932,50.2806531478706,68.273622558932,"CRE: T1 vs T2"
"YWHAB",40.2788363747622,28.7332025343381,40.2788363747622,"CRE: T1 vs T2"
"H3-3A",44.427256958156,133.389463843211,133.389463843211,"CRE: T1 vs T2"
"PPP3CA",19.2139508498867,23.3667710438667,23.3667710438667,"CRE: T1 vs T2"
"NDUFB10",46.9555141397278,26.5204989559444,46.9555141397278,"CRE: T1 vs T2"
"S100A10",51.7943103007438,66.1716537948195,66.1716537948195,"CRE: T1 vs T2"
"ARHGDIA",47.5487226277625,41.9132969289806,47.5487226277625,"CRE: T1 vs T2"
"GPT",39.5685450171507,49.0631600271785,49.0631600271785,"CRE: T1 vs T2"
"REEP5",33.9638433913682,27.7755910281262,33.9638433913682,"CRE: T1 vs T2"
"ACADS",40.404475225015,58.4633310361914,58.4633310361914,"CRE: T1 vs T2"
"DDB1",9.8160133522106,9.04328998181293,9.8160133522106,"CRE: T1 vs T2"
"ALDH2",34.0531317107987,25.5840603781615,34.0531317107987,"CRE: T1 vs T2"
"CTSD",23.4359067151565,23.2966575299153,23.4359067151565,"CRE: T1 vs T2"
"ALDH1A1",44.5541250547274,27.3232964644662,44.5541250547274,"CRE: T1 vs T2"
"ACOT2",28.9981131374992,34.8383071335679,34.8383071335679,"CRE: T1 vs T2"
"GDI2",31.0762631971613,24.4609631931009,31.0762631971613,"CRE: T1 vs T2"
"PSMC1",44.902964407446,22.8630614102483,44.902964407446,"CRE: T1 vs T2"
"GSTM1",81.9347110172927,76.4851139647192,81.9347110172927,"CRE: T1 vs T2"
"UQCRQ",53.5474193639383,33.7055642087325,53.5474193639383,"CRE: T1 vs T2"
"FKBP1A",24.4774429972201,17.4972564271914,24.4774429972201,"CRE: T1 vs T2"
"OLA1",16.4466233735001,18.5392297233072,18.5392297233072,"CRE: T1 vs T2"
"PHB2",33.3876752923995,22.4283054978988,33.3876752923995,"CRE: T1 vs T2"
"ANXA7",18.2248435164634,13.9633619255645,18.2248435164634,"CRE: T1 vs T2"
"GRHPR",20.1746700647338,18.4905252473834,20.1746700647338,"CRE: T1 vs T2"
"NDUFV2",47.404354372447,26.8856989880062,47.404354372447,"CRE: T1 vs T2"
"PCBP1",20.7192448460919,14.8606116151633,20.7192448460919,"CRE: T1 vs T2"
"WDR1",22.179688442547,15.4202573683941,22.179688442547,"CRE: T1 vs T2"
"ETFB",34.9061982192552,43.8278254434442,43.8278254434442,"CRE: T1 vs T2"
"DUSP3",15.0897944374339,21.9618156918288,21.9618156918288,"CRE: T1 vs T2"
"AMPD1",44.3100244698166,32.7621103903374,44.3100244698166,"CRE: T1 vs T2"
"PFN2",37.1509363360847,24.3671256488922,37.1509363360847,"CRE: T1 vs T2"
