"gene","dcv_CRE","dcv_PLA","mean_dcv","dist_origin"
"ARF4",20.2210389945674,-33.9652908661693,-6.87212593580094,39.5288679529695
"SLC25A4",27.7304534444854,-51.7805631777969,-12.0250548666558,58.7384437250987
"TNNC2",62.4499215298022,63.070404975138,62.7601632524701,88.7573584713198
"PGM1",11.8146851152252,-30.3419975511419,-9.26365621795839,32.5610749172294
"YWHAE",43.5480517041763,-27.466446348437,8.04080267786966,51.4862941202917
"GOT1",14.1305525086016,-40.1930699609852,-13.0312587261918,42.6046404407665
"CKMT2",14.9050224272459,-40.0256950947676,-12.5603363337608,42.7108412627989
"MYL6",66.4274664981737,-62.81616608164,1.80565020826684,91.4247178095846
"ATP2A3",14.3560613221005,-0.501437306620883,6.9273120077398,14.3648159075005
"RPS27A",32.6375809144297,-54.4769638890425,-10.9196914873064,63.5055216694894
"PDLIM3",-12.1422456962066,-25.9758668461511,-19.0590562711789,28.6736776322121
"PEBP1",-0.73317443256558,-21.0109905518788,-10.8720824922222,21.0237786498933
"TPM2",124.307469526998,45.0093909476812,84.6584302373396,132.205114325002
"SOD1",63.392246118854,-33.1808272303681,15.105709444243,71.550989956009
"TUBB",67.6896898469297,-62.2027913080501,2.74344926943979,91.9297631786701
"PARK7",2.45369617493084,-4.09655851379278,-0.821431169430972,4.77518759587499
"GOT2",5.09509284047154,-31.1884631271794,-13.0466851433539,31.6019018935325
"MYL3",57.9036606623405,9.56392287848888,33.7337917704147,58.688180572626
"MT-CO2",-28.7725559640807,4.62731264716973,-12.0726216584555,29.1422716863461
"PRDX1",39.1746590022815,-27.2026916498394,5.9859836762211,47.6931896704475
"ALDOC",12.0238930970688,-14.8618310239687,-1.41896896344996,19.1166949704895
"CYCS",16.2260471165326,-15.7989427685909,0.213552173970816,22.6471013075216
"TPM1",132.504642729215,49.1674596982674,90.8360512137414,141.332655242791
"GPD1",35.4722856917403,-62.9886462668683,-13.758180287564,72.2900588651656
"CFL1",18.941138412717,-60.7471745645987,-20.9030180759408,63.6316426155378
"VIM",21.6462959461598,-70.093955259064,-24.2238296564521,73.360239176603
"CS",12.8359901291889,-3.71057080648312,4.56270966135288,13.3615484995774
"DECR1",-17.2471644033783,-30.3199240839591,-23.7835442436687,34.882122590436
"HSPA8",27.3626912035516,-21.873306500728,2.7446923514118,35.0308208178985
"HADHA",2.98495410054243,-5.95866247471342,-1.4868541870855,6.66450369269182
"ACO2",2.30415872106807,-22.6761270239852,-10.1859841514586,22.7928910895434
"BLVRB",34.695174152631,-53.6845452365576,-9.4946855419633,63.9201494580339
"ACAT1",11.2636614482702,0.500261045885399,5.88196124707781,11.2747652008935
"CSRP3",-4.10567214615345,-14.2012314737001,-9.15345180992675,14.7828116115071
"LDB3",21.8569530453009,13.1462859239554,17.5016194846282,25.5059057870697
"AKR1A1",28.4880610798746,-42.6282889192198,-7.0701139196726,51.2712457452629
"GSTM2",2.33650347183548,-18.3246862883869,-7.99409140827571,18.4730445796489
"MYBPC1",23.9589409094912,25.0303795117975,24.4946602106444,34.6489646022664
"TNNI2",114.63659127083,55.4787182673495,85.0576547690899,127.355550482825
"ANXA6",40.9093639984979,-26.5559572609506,7.1767033687736,48.7728913312204
"CFL2",-5.04293468444587,-17.1752721674822,-11.109103425964,17.9003118480846
"VDAC1",8.39037714927172,-30.4885017186699,-11.0490622846991,31.6219412079075
"TXN",35.7370380689956,-26.5742422810358,4.5813978939799,44.5345511120975
"FLNC",3.8037606035459,-8.98516847209131,-2.5907039342727,9.75714339348109
"CALM1",58.9899921718128,-78.9700131436229,-9.99001048590505,98.5701889636745
"TNNT3",114.147705818679,51.1810481850021,82.6643770018407,125.096756300806
"LDHB",68.5265281111067,-26.668419814747,20.9290541481799,73.5329155574419
"S100A6",27.6724371927299,-40.7666988560567,-6.5471308316634,49.2715690414461
"BIN1",-13.8836328764046,-32.7946636316323,-23.3391482540184,35.6124307589174
"ACADVL",17.4200963466249,-10.447711352663,3.48619249698092,20.3129128692627
"AKR1B1",11.9227651917673,-35.3382145575703,-11.7077246829015,37.2953313155265
"PRDX3",-4.13720636934287,-3.85039916979872,-3.9938027695708,5.65172985105604
"HADHB",12.1294258029972,-8.39775156882472,1.86583711708622,14.7528031818401
"CAT",16.5922064496969,-36.2047860696099,-9.80628980995652,39.8257184394153
"UQCRC2",-23.9054848102613,-12.4157279386386,-18.1606063744499,26.9373811692957
"TUBA1B",53.1500356995243,-45.6170484658445,3.76649361683989,70.0417118979534
"SLC25A6",33.5869456969893,-56.6222879020552,-11.517671102533,65.8343862165946
"SLC25A5",14.3700885468422,-22.5463527743034,-4.08813211373057,26.7364445704253
"ANXA5",54.1301818556105,-41.1800618803314,6.47505998763959,68.0137786348427
"H2BC4",56.2504891777404,33.2737155913801,44.7621023845602,65.3548596662187
"TUBA4A",-4.5486179409858,-42.5982719196952,-23.5734449303405,42.8404329543639
"DCN",47.4438959441156,-61.5022998301915,-7.02920194303799,77.6753252117997
"APOBEC2",20.4688316362702,-25.2757335883694,-2.40345097604959,32.5243874190461
"HSP90AA1",31.1786944576972,-29.477571880377,0.850561288660106,42.9073214271089
"EEF1A2",10.5507980712817,-22.9956845201975,-6.22244322445793,25.30060960715
"ATP5MF",-11.086111536892,-19.6345744343726,-15.3603429856323,22.548134783776
"TTN",92.7026500759922,45.8089284065158,69.255789241254,103.403284536156
"SRL",4.06770978885034,-10.5189890264254,-3.22563961878755,11.2780935030868
"HSPA1A",-5.51817803571046,-8.13011614731098,-6.82414709151072,9.82593900869347
"COX5B",-17.6950523617611,-33.6744422302669,-25.684747296014,38.0405433400346
"TNNC1",84.6858662061821,13.4310983997284,49.0584823029552,85.7443312371994
"SELENBP1",41.8666337159749,-43.6066359105189,-0.870001097271984,60.451250724366
"ECHS1",5.72146568830352,-43.1616607248533,-18.7200975182749,43.5392251441132
"NDUFA4",17.7569785097332,-16.6373447391437,0.559816885294779,24.3333418536016
"ATP5MG",-6.09635341719007,-35.7909634793543,-20.9436584482722,36.3064538583398
"PFN1",36.7675885637191,-71.4114019093934,-17.3219066728371,80.3208807935759
"ATP5F1C",-20.5581276921387,-19.8361696261846,-20.1971486591617,28.5676432287483
"ANKRD2",15.5105059275009,7.13933414932752,11.3249200384142,17.0747148211264
"UQCRC1",-5.76784248300337,-19.1022317437615,-12.4350371133825,19.954028778698
"HADH",10.9185676877556,-13.1992503461412,-1.14034132919279,17.1299541754265
"PDLIM5",48.4451667445224,52.4080985244699,50.4266326344961,71.3690617274399
"YWHAG",2.28867660436898,-22.4874604702909,-10.099391932961,22.6036262356791
"PLIN1",42.8167560310939,-0.843273860296733,20.9867410853986,42.8250593441465
"COX7A1",-17.3420673544989,-28.9201947358033,-23.1311310451511,33.7212835414782
"DBI",16.0126182120294,-55.2453812605951,-19.6163815242828,57.5191802152354
"SOD2",10.5232578533375,-8.74708635802237,0.888085747657545,13.6839495615312
"TPM3",71.7886194106748,33.203228158408,52.4959237845414,79.0952605219176
"TUBB4B",20.418884123076,-47.1504838811517,-13.3657998790378,51.3818932996669
"TRIM72",0.0508828938705506,-13.408468989542,-6.67879304783571,13.408565535224
"COX4I1",-17.9926203777924,-12.5114292605512,-15.2520248191718,21.9150690211354
"UGP2",28.8723961689864,-13.976252498139,7.44807183542374,32.0772644474344
"ATP5PO",-23.813527860822,2.41219748859917,-10.7006651861114,23.9353881502295
"LUM",21.1455085839265,-79.6199181008783,-29.2372047584759,82.3799969146848
"CASQ2",-0.882693234533441,-13.3793405254139,-7.13101687997365,13.408426464029
"QDPR",9.20368328012501,-1.86296962078233,3.67035682967134,9.39033767916844
"CMBL",22.5948454760176,-35.6375402833521,-6.52134740366727,42.1966979695409
"MYOM2",56.6162665655673,34.9242708197221,45.7702686926447,66.5214727145503
"HBG2",-39.2921300792585,90.0925971774089,25.4002335490752,98.2880844880815
"AHNAK",43.9749991141228,-75.4029885570503,-15.7139947214638,87.289238915354
"GLO1",-9.34668113118753,-12.1155782717057,-10.7311297014466,15.3018850154458
"VDAC3",-1.31368571645379,-41.5748993349732,-21.4442925257135,41.5956491099102
"GSTP1",-1.27567729988371,-1.39461470042684,-1.33514600015527,1.890053633124
"ECH1",16.9384108513135,1.87881908990574,9.4086149706096,17.0422921973685
"SLC25A3",-24.0388390703922,11.6239056566837,-6.20746670685426,26.701703439438
"ATP5PD",0.998940144494142,-25.2235604565704,-12.1123101560381,25.2433334470418
"ADSS1",21.3689025414301,-26.5235130462685,-2.5773052524192,34.0606332903648
"CAVIN1",50.0316572941336,-75.9164127222253,-12.9423777140459,90.9201212725152
"MT-ATP6",-12.2754220666228,19.5083863112082,3.6164821222927,23.0491458275804
"TNNI1",77.6755730589818,30.1243487591259,53.8999609090538,83.3124902892878
"HSPB7",-0.54004108614842,-22.6582366935535,-11.599138889851,22.6646715051382
"CSTB",35.3219818918114,-81.9934005563398,-23.3357093322642,89.2779935905699
"RTN2",-0.397743944053037,-13.8875450597003,-7.14264450187667,13.8932396520839
"LCP1",59.5731691560949,-54.3509142635515,2.61112744627171,80.6410836024952
"ACTN2",91.8032089979167,10.936334073167,51.3697715355419,92.4523260133302
"NNT",-3.57461341714511,-23.8964710678427,-13.7355422424939,24.1623506840348
"TNNT1",77.5219924455635,13.0431954256633,45.2825939356134,78.6116038485544
"PRDX5",12.8113712286068,-42.360519903182,-14.7745743372876,44.2554502770568
"PADI2",-4.39684837661449,-30.9296304413404,-17.6632394089774,31.2405876206711
"UQCR10",25.6355941191331,4.44734338278323,15.0414687509582,26.0185039732364
"ETFA",11.038144450262,4.67279690366546,7.85547067696372,11.9864783738909
"ACSL1",41.1444145667798,-61.1268596390846,-9.99122253615239,73.6841626089311
"GLRX",-19.9223577044193,32.5996584152895,6.33865035543507,38.2052099234697
"FH",2.50213139137823,-7.09324115707167,-2.29555488284672,7.52161761937523
"HINT1",4.4061542159981,4.29522956449333,4.35069189024571,6.153307402272
"MYH3",23.2441745056316,-37.9718274294331,-7.36382646190074,44.5213580967484
"NIPSNAP2",-2.18236979613788,-31.520530288711,-16.8514500424244,31.5959897393426
"FTH1",30.8023108413358,0.192032576157153,15.4971717087465,30.8029094352559
"VDAC2",-12.8473950914809,-12.1161199282158,-12.4817575098484,17.6594428777217
"ACYP2",-10.0994612083708,-39.2552066940557,-24.6773339512132,40.5335708924395
"COX6C",-22.2738090289138,-25.4301373488737,-23.8519731888938,33.8055388100693
"COX5A",-13.2349625555654,-18.34883086736,-15.7918967114627,22.6239657895383
"UQCRFS1",3.53351400349265,-20.5864317661566,-8.52645888133197,20.8874817552404
"CYB5R3",51.353101448999,-59.6447932565854,-4.14584590379319,78.7060505364867
"HSP90AB1",4.57208229080076,1.71412003762572,3.14310116421324,4.88284179318191
"PCMT1",0.128695176599354,-5.00895765553545,-2.44013123946805,5.01061066572001
"PSAP",47.7919844582982,-56.853513915576,-4.5307647286389,74.2724432276925
"ECI1",-8.36297019234598,-21.7792275768294,-15.0710988845877,23.3296811868785
"CYB5R1",10.4275528280535,-28.2120162552157,-8.89223171358108,30.0774287326294
"AAMDC",17.1306544237082,-31.1366050129177,-7.00297529460475,35.5379725464884
"PITPNA",15.1861114500954,-29.0351910688388,-6.92453980937168,32.7667560399057
"ATP5ME",-4.44552006999174,-5.3093192180522,-4.87741964402197,6.92470354974694
"UQCRB",-22.656105508427,-21.489818293192,-22.0729619008095,31.2267738820933
"PHPT1",-14.7615854896844,-38.8778750212631,-26.8197302554738,41.5859780736033
"VBP1",-13.8165610906776,-43.0726850652302,-28.4446230779539,45.2344289131733
"ADH1B",24.3775214493141,-33.1576452032127,-4.3900618769493,41.154501423707
"AGL",16.0852583920893,-41.5988876257282,-12.7568146168194,44.6004819395289
"ESD",1.33818785709705,-3.52738653708708,-1.09459933999502,3.77269168140005
"LMCD1",15.1008656071113,-34.4372475114174,-9.66819095215302,37.6026615846094
"EIF5A",0.805175988420515,-25.0282698783955,-12.1115469449875,25.041218051008
"ATP5F1D",-15.5610267231996,-14.3859867421344,-14.973506732667,21.1920307480194
"CD36",74.718451305239,-71.9482007981399,1.38512525354954,103.727482199959
"PLIN4",49.3577867590566,-78.5817937205886,-14.612003480766,92.7970334552654
"TPT1",1.99209804554309,-17.1536625403043,-7.58078224738058,17.2689488148438
"CYC1",0.650154323994329,-14.6365270857587,-6.99318638088218,14.6509598926881
"KLHL41",19.6113652973324,14.6256953912442,17.1185303442883,24.4645992099375
"CISD1",-22.93980227637,-17.9992364799814,-20.4695193781757,29.1583100048896
"SDHA",9.20120844267345,-6.64572819658547,1.27774012304399,11.350239648061
"UQCRH",42.3874196181325,-10.150325288682,16.1185471647253,43.5858055489365
"NPEPPS",5.21753780520339,-24.6080794502896,-9.6952708225431,25.1551242290809
"MACROD1",10.7719401103213,-45.5914862103333,-17.409773050006,46.8467534478896
"NDRG2",1.68674912056876,-24.5774931378383,-11.4453720086348,24.6353057934386
"RAB1B",9.10265496700533,-48.7353319540337,-19.8163384935142,49.5781293325818
"EHD2",57.1321216306166,-32.1025320767018,12.5147947769574,65.5335935818512
"ADIRF",55.7211560842644,-39.388729327445,8.16621337840968,68.2372276209818
"NUTF2",12.8341605994189,-10.7608955900722,1.03663250467333,16.7485089542953
"FLNB",5.4786467270949,-14.1087445611,-4.31504891700254,15.1351327397772
"VCL",32.733883038736,-47.4490596664681,-7.35758831386608,57.6447774045984
"CAV1",49.7150275432441,-18.2553385973658,15.7298444729391,52.9607529301651
"NEB",106.221779459104,44.7780352072951,75.4999073331996,115.274189949374
"PYGL",-7.32762481986038,-31.4280669185088,-19.3778458691846,32.2710005381751
"CRAT",19.7778373109969,-20.1291516036562,-0.175657146329652,28.2195959039677
"ST13",10.3795969610835,-11.9894967868211,-0.804949912868797,15.8582491554309
"AKR1C1",-8.20831334683321,-57.2502807073631,-32.7292970270982,57.8357246783653
"UBE2N",3.14913808046659,-8.98898909773434,-2.91992550863388,9.52465199621653
"HSP90B1",43.1068109678354,-43.1420821355816,-0.0176355838731084,60.9871822829188
"NME2",17.3054120784295,-29.2669665475442,-5.98077723455736,34.0004796745476
"RTN4",3.31839660518664,0.724106108584177,2.02125135688541,3.39648136838746
"DLST",-2.02976626287454,-14.7466611903428,-8.38821372660867,14.8856967369575
"SYPL2",-13.7815882421443,-11.0948127048704,-12.4382004735074,17.6925702890271
"RAN",13.3165517379006,-30.832899377989,-8.75817382004424,33.5856849601341
"GYG1",-2.33326870405126,-24.6979245760997,-13.5155966400755,24.8078943324905
"RNH1",21.8954470345717,-15.8246214299876,3.03541280229204,27.0153520104062
"ADH5",17.6963041879024,-22.2392759439812,-2.27148587803939,28.4208475669413
"ACAA2",15.426168573907,-12.7881077718098,1.31903040104858,20.0375242296552
"YWHAZ",28.1833854139992,-48.2243930714929,-10.0205038287468,55.8560229564178
"HSPA2",24.8162039242818,0.608216303991213,12.7122101141365,24.8236561425585
"HSPD1",8.20649753181673,-57.3216624872677,-24.5575824777255,57.9061274136334
"ATP5PB",5.26414354167335,-25.6517596071553,-10.193808032741,26.1863318960603
"FLNA",26.1859250135726,-43.6199618754636,-8.71701843094552,50.876357405315
"KRT1",29.9746331046384,-91.5065005110969,-30.7659337032292,96.29080052396
"ARL6IP5",-25.6628969606865,-26.3950183757212,-26.0289576682038,36.814145046021
"PDHB",-17.5302914258202,-23.8115039424178,-20.670897684119,29.568544730405
"ACTN1",82.1326381773862,61.9137674332179,72.023202805302,102.854678317284
"COX6B1",24.6011575519433,-25.8820667161597,-0.640454582108218,35.7085190171096
"TUFM",-7.44328909846203,12.7799336086151,2.66832225507656,14.7894981538893
"HAGH",-1.53717761169302,-27.8828592781396,-14.7100184449163,27.9251993105587
"TAGLN",48.451637184103,-38.1563957165808,5.1476207337611,61.6722926434574
"NDUFS1",-12.1099370550775,-21.0841717503466,-16.597054402712,24.314458124253
"DLD",-17.0067211216262,-4.98060978920368,-10.993665455415,17.721033750351
"OGDH",-0.300375388220935,-9.70912650188449,-5.00475094505271,9.71377181137403
"COQ9",5.71360489262023,-36.4131709677893,-15.3497830375845,36.8587072589155
"DLAT",-24.8220079077937,-10.442748783418,-17.6323783456059,26.9292235077091
"COQ8A",20.3021346104263,-20.2521133231733,0.0250106436265103,28.6762055334126
"SLC25A12",-4.09174891122843,-29.0527569426012,-16.5722529269148,29.3394801439698
"FKBP3",16.2447268189543,-15.2924931585611,0.47611683019659,22.3103450539675
"EEF2",-8.4772539853205,-2.7578805270195,-5.61756725617,8.91458019947914
"ACTN4",32.8555826962491,45.8685136576006,39.3620481769249,56.4217144321897
"PDHA1",-3.79868750132906,-23.9580017067549,-13.878344604042,24.2572849369756
"MSN",29.3481262946408,-52.8034837225223,-11.7276787139408,60.4112606244967
"GSTO1",27.6278055816695,-10.9480397029745,8.33988293934752,29.7179274949724
"BPGM",2.67518935081743,-25.5314813445224,-11.4281459968525,25.6712519700233
"GPD1L",14.9590158269171,-38.1254938275864,-11.5832390003346,40.955163705048
"SUCLA2",4.01960198614343,-26.2786105390828,-11.1295042764697,26.5842542116908
"UBA1",9.65757918410036,-1.91386595862015,3.87185661274011,9.84539072890119
"ACADM",6.99212050345715,-22.3622448008773,-7.68506214871008,23.4298899201262
"COMP",26.7166364954338,-1.45161285728707,12.6325118190734,26.756043158819
"SDHB",1.32351235032796,-12.355152154984,-5.515819902328,12.4258387931872
"ALDH9A1",13.0094322911265,-1.40057940852109,5.80442644130273,13.0846074154703
"FBP1",19.5961722251899,-70.5018492508887,-25.4528385128494,73.1745906286761
"PRELP",12.2020941036044,-22.9001422082734,-5.34902405233448,25.9481716826516
"GAMT",18.3228859848784,-18.1796003863493,0.0716427992645183,25.8113544980151
"SAR1A",41.0284438347358,-36.27288262058,2.3777806070779,54.7636304229956
"AOC3",2.69454151674003,-5.22113203854593,-1.26329526090295,5.87543817509524
"GSTM3",13.5272957540138,-35.771403780824,-11.1220540134051,38.2437061340465
"P4HB",14.5061852076312,-34.4670327947502,-9.98042379355948,37.3952638572384
"FTL",22.1887050923135,-40.5879587224846,-9.19962681508555,46.2571186622316
"LRRC20",16.8033893501472,-10.6565500485267,3.07341965081022,19.8976368594212
"COX7C",-0.146417637159942,-43.2762723835791,-21.7113450103695,43.2765200719999
"EHD1",56.361633920783,-39.6826820478629,8.33947593646002,68.93002997774
"SNCA",-12.2234090418545,31.4394621563487,9.60802655724707,33.732054625904
"RAP1B",18.593719421933,-54.6468606942333,-18.0265706361501,57.7235288740779
"YWHAB",38.7082718884662,-24.9092246178622,6.89952363530197,46.0304223710204
"H3-3A",83.6887404919218,44.5256603590871,64.1072004255045,94.7963064445921
"PPP3CA",1.65647062621176,-2.51587799331226,-0.429703683550249,3.01223123493786
"NDUFB10",-18.3162987203816,-28.9856487636574,-23.6509737420195,34.2878204770202
"S100A10",44.1678319280833,-38.0484589439728,3.05968649205525,58.2965059436549
"ARHGDIA",18.7389630705678,-30.5310194456605,-5.89602818754633,35.823063595279
"GPT",17.9634976907085,-24.7330216710912,-3.38476199019138,30.5681142739744
"REEP5",-2.85009518498624,-11.1907493322622,-7.02042225862423,11.5479830784864
"ACADS",19.1004953396493,-5.53960784314853,6.78044374825038,19.8875885233941
"DDB1",0.502667718527034,-10.543634785919,-5.02048353369599,10.55561032504
"ALDH2",51.6665117919327,-37.5455705251462,7.06047063339325,63.8678190233912
"ALDH1A1",10.7054929147084,-21.6420986897965,-5.46830288754403,24.1451447344132
"ACOT2",3.69295430822213,-8.02096321975774,-2.16400445576781,8.83027533519329
"GDI2",6.6779130099166,-14.8221807423939,-4.07213386623863,16.2570465991891
"PSMC1",-11.5591106907168,-38.5196109493898,-25.0393608200533,40.2165819986308
"GSTM1",4.47116462655001,40.8848519322184,22.6780082793842,41.1286084208685
"S100B",-31.7502552948626,-42.4726129126493,-37.1114341037559,53.0283090331635
"UQCRQ",-9.43264841710373,-44.1703302655119,-26.8014893413078,45.1662809175726
"FKBP1A",-4.742037964014,-30.1953537817859,-17.4686958729,30.5654431353345
"OLA1",3.37796010186194,-11.9173620450852,-4.26970097161165,12.3868532147357
"PHB2",-11.7051245114173,4.77470982284922,-3.46520734428405,12.6415107372575
"ANXA7",0.0439048711976149,-2.82988189405005,-1.39298851142622,2.83022245980545
"GRHPR",-2.19210228730495,-7.23693056524146,-4.7145164262732,7.56164508847999
"NDUFV2",-16.9095727923894,-19.2296064703008,-18.0695896313451,25.6068626938903
"PCBP1",-8.11446373584358,-3.58312327076005,-5.84879350330182,8.87036042637405
"CES1",25.2657689192653,-13.3479185450793,5.95892518709297,28.5749192224192
"WDR1",-6.5093478586613,-5.59548833457321,-6.05241809661725,8.58376952436418
"ETFB",13.2552817248751,-8.05355767263963,2.60086202611774,15.5100704315725
"DUSP3",14.6920871449779,-19.8747350721379,-2.59132396358,24.7156330864352
"AMPD1",3.49688596168345,-34.351398317471,-15.4272561778938,34.528926681763
"PFN2",-9.93294580036444,-23.1105278830542,-16.5217368417093,25.154719463878
"EIF4A1",7.27134068315257,-11.9902706648538,-2.3594649908506,14.0228023571226
"HSPB2",-5.39275325638676,-22.8402501137506,-14.1165016850687,23.468251169249
"CRYM",-35.9872787951327,-72.1413793307143,-54.0643290629235,80.6192461315325
"MYO6",-24.2057089725915,-53.5999477087769,-38.9028283406842,58.812164908711
"SLC25A13",1.9986247875124,-38.9068121700733,-18.4540936912805,38.9581125605261
"PLN",1.79151441196487,-35.3684857883049,-16.78848568817,35.4138293728002
"PFKL",14.6598388402213,-33.2509312941842,-9.29554622698144,36.3391704191472
"STOM",-6.06641586716381,-20.175131706239,-13.1207737867014,21.0674474210206
"PPP3R1",10.3752972756644,1.26465657193828,5.81997692380135,10.4520882986777
"HSPA9",1.14360982015881,-26.527588522704,-12.6919893512726,26.5522277078716
"UBE2D3",-1.24235857715154,-7.17062214445995,-4.20649036080574,7.27744988116314
"PRKAR1A",-7.08420024903826,-20.0257968353171,-13.5549985421777,21.2419027409945
"ARF1",12.594658284871,-39.0788375955007,-13.2420896553149,41.0582630554215
"SUCLG1",-2.88159338686556,-18.6041169520312,-10.7428551694484,18.8259594181036
"TALDO1",12.1882896659887,-33.5676875711533,-10.6896989525823,35.7119595353798
"HSDL2",28.8590452333528,-12.948104940809,7.95547014627186,31.6306483230886
"FABP5",11.4815378198051,-72.4705762614448,-30.4945192208199,73.3744515098648
"CZIB",6.15471240709073,-16.2620567080889,-5.05367215049909,17.3877822965177
"S100A13",1.22701582052641,-51.7663994405114,-25.2696918099925,51.780939339282
"SMPX",7.67593873946554,37.4874163476732,22.5816775435694,38.2652116151972
"PCBD2",20.3497419803504,-29.5467003984836,-4.59847920906656,35.8764477492489
"PREP",24.5775787289478,-30.615207006415,-3.01881413873359,39.260008612114
"SKP1",14.3556434264281,-4.44197877444068,4.95683232599371,15.0271645235996
"RPL7",11.1694596365157,-14.4459381022413,-1.63823923286284,18.2603931016159
"HIBADH",-0.651483939855098,-21.6865550547811,-11.1690194973181,21.6963384345825
"EEF1D",2.75620758172704,-16.3522589843879,-6.79802570133042,16.5829145244756
"FMOD",-6.7893942888217,17.663025605517,5.43681565834768,18.9229582346481
"VCP",11.717189938863,-16.1660593771555,-2.22443471914624,19.965821191454
"PNP",-31.2765912465973,-31.7816934640377,-31.5291423553175,44.5903711517272
"PBXIP1",3.75060955980833,1.20112030313449,2.47586493147141,3.93824352379681
"MYOZ1",83.7722197934877,13.8856541939259,48.8289369937068,84.9152295028502
"CDC42",9.34531660793077,-35.2836560308599,-12.9691697114645,36.5002921276871
"ALAD",3.5385943901846,-24.840237658981,-10.6508216343982,25.09101546795
"CRIP1",54.6279018103973,-75.6510579443548,-10.5115780669787,93.3128620518443
"IDH3A",6.78521646771853,-9.62737767809595,-1.42108060518871,11.7781816708055
"NDUFV1",-6.09430235585351,-32.3209094831639,-19.2076059195087,32.8904501492977
"HIBCH",-5.12736446315741,-6.14268198484569,-5.63502322400155,8.00140039649293
"PRKACA",5.08459262412492,-16.8912157359734,-5.90331155592424,17.6399050788971
"AIFM1",-4.04203301797784,-12.6303328439841,-8.33618293098097,13.261347543453
"SLC25A11",4.10130632396081,-29.6888104861884,-12.7937520811138,29.970755440058
