uniprot_id,gene,protein,description,CR6_T1,CR6_T2,CR7_T1,CR7_T2,CR8_T1,CR8_T2,CR9_T2,CR10_T2,CR12_T1,CR12_T2,CR15_T1,CR17_T1,CR17_T2,CR18_T1,CR18_T2,CR22_T1,CR22_T2,CR23_T1,CR25_T1,CR25_T2,CR72_T1,CR72_T2,CR149_T1,CR149_T2,CR163_T1,CR163_T2,CR383_T1,CR386_T2,PPS2,PPS20,PPS28,PPS31,PPS32,PPS37,PPS40,PPS41,PPS42,PPS44
E9PAV3,NACA,NACAM_HUMAN,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",20.397942197341653,20.081938955286,18.73351051358431,20.00180955255128,19.861194050221933,19.97020022653667,19.541543062609687,20.08373721742768,19.661329103143803,19.703161739423955,19.508065615389015,20.436045273076473,19.97898908541424,20.462554215928915,19.92923904560181,19.71781540878164,19.88542528499839,19.312342054180025,19.97187154862231,19.7198213582338,19.934343995632517,19.60605746534755,19.863414492799027,19.80541410910933,20.124398200659886,20.186474316965512,20.5292203545539,19.761928736347663,20.358630066558067,20.22072050537944,20.310701134241956,20.45329669188716,20.78945034873503,20.3561415254942,20.015933523741236,20.18409903469688,20.4405323753681,20.170666365037963
L0R6Q1,SLC35A4,S35U4_HUMAN,SLC35A4 upstream open reading frame protein,15.25756570201066,15.47154131469725,14.951328591591595,16.04380273119231,16.136860395851564,16.072954508962127,14.93403953347354,15.611963524300313,15.855992658874175,15.23269297715482,15.593760281438726,15.648475257982687,15.142851151063768,15.852591097387737,15.52858504811011,14.994305233838851,14.875821218231168,13.823956143704924,15.163161106403866,15.404843888586123,15.66689900642316,14.402792762921308,15.436441025669348,15.48012091842939,15.861732076201315,15.978277579406935,16.05865613373404,15.205366877105025,16.162864845070743,16.484762268081084,16.05924785663421,15.924589135637502,16.61448308379443,15.860736657674815,15.435132136042862,15.837892225384326,15.729517583776442,16.555732180191033
O00151,PDLIM1,PDLI1_HUMAN,PDZ and LIM domain protein 1,21.977602172646847,22.265217737268394,20.75680682764364,21.743265430924826,21.26177617354375,21.450272263259933,21.74124673334558,20.917140413222317,21.841991647059267,21.658184950341894,21.553085762850095,21.596808782531863,21.280429772348626,21.494614831426414,21.854752791920372,21.13573075704792,20.74854828476601,21.15058033798727,21.16805212602571,21.237964920518134,20.84663659871312,20.919798306081876,21.753593627997553,21.79456321485383,21.68484240011974,21.954015423799948,21.722022552102917,21.05606368577396,21.28807253569588,20.8015339490166,21.700224236172083,20.60115404481611,21.775345387192385,21.63605260644116,20.48544522973009,20.97567256055464,21.30303858885956,20.895027055835744
O00159,MYO1C,MYO1C_HUMAN,Unconventional myosin-Ic,18.539558211004348,18.631465191313776,21.481829511918715,19.077910335633437,19.21969885482992,18.840287094113265,21.24280390591832,19.88327829863352,19.352296266611496,20.136282323717673,21.471733699616745,18.99593160931087,19.681764244958984,18.29659871464666,19.041783067397542,21.07283093391183,19.72254854743257,21.559703285148856,20.536514538955753,20.13194193506679,20.132401460993247,20.31595136115772,18.947904341118942,19.126571508508167,18.895933571605823,18.510801277658626,18.38074940093145,20.65765707421008,17.205386306685284,18.660455587636115,18.458616379926696,18.508819127492774,18.742040664782483,18.78875457265335,18.630856716472344,18.759256274728948,18.578081493127605,18.66605899377371
O00161,SNAP23,SNP23_HUMAN,Synaptosomal-associated protein 23,15.271002585695578,15.971781224434975,16.046702166953885,15.97003971778663,15.933161693870202,15.838549715930325,16.05199618246292,15.945153996102476,15.88104058301809,15.979641189400555,15.991215781739175,16.143768715393072,15.855318043757997,16.374835343172354,16.55354420187769,16.11007488370891,16.070747915670612,16.035784351425217,16.07355348695104,16.081188891162142,16.123372608873417,16.068401965397562,16.700422064419804,15.783631016894368,15.87849619489747,15.862188759639615,15.244750010451204,16.44784877009273,15.723756614052286,15.716236284680908,15.845178808243634,15.84251016701404,15.766974448119665,15.774045403418224,15.799776636004346,15.877367268028326,15.805229418072402,14.483380217228984
O00168,FXYD1,PLM_HUMAN,Phospholemman,18.750649956596643,17.71603307255191,17.202496397453164,17.321018468372824,17.779782919214853,17.94582125308813,17.191304156724083,17.712109391254376,17.6327318000093,17.18297442114138,17.655341291241506,17.69879185828046,17.74715736836525,17.06285225086619,17.469963080727148,17.172744350718034,17.76661169955132,17.229264005909176,17.698992921871714,18.642099768384796,17.738009573823362,16.54289078857557,17.0734480140762,16.562583967994705,18.39582930422164,17.353763647953798,18.574343170897404,16.18012948022563,18.687316124477167,18.03927741013266,18.926556727921128,18.81422517130539,19.1004569692363,18.06967251772348,18.026785629861813,18.593036650192893,17.22065702104306,18.42180454802164
O00186,STXBP3,STXB3_HUMAN,Syntaxin-binding protein 3,18.090192577164185,17.53690248179611,16.779133635241717,17.14700693039867,17.71982638758417,17.684745685700683,16.88961934564571,17.713351122616725,17.706844807420655,17.580149873002654,16.295819156768502,17.81920499819538,17.516781865434666,18.19996140608733,17.58240102943399,16.75635440512525,17.532244590696216,16.191836971412524,17.217731380219735,17.58345933860181,17.960869288681142,17.56090320811195,17.328153829430917,17.704223415764524,18.01307036742819,17.35342907630991,17.812691987446478,17.8100236381847,18.24563805605314,17.385641198073433,17.31629679350424,18.30825473193622,17.69390666943858,18.00934793675062,18.092304152765625,18.026168456309232,17.637578793666815,17.519544497736856
O00203,AP3B1,AP3B1_HUMAN,AP-3 complex subunit beta-1,13.812435643352947,14.329821172598528,15.059166539054939,13.516970044055697,13.856266107328274,13.818816718407593,15.507383561537605,13.466331777085156,13.641264669726786,15.163272830918316,15.070158754085185,14.036125654273196,14.973847920252274,13.817710229745908,14.16433044320146,14.99299369304443,14.406190843956399,15.158285472322513,15.334525317073124,15.306744856949155,14.356631973117185,15.698587803872522,14.220334885687064,14.439991336171609,13.764002100493167,13.82710035811158,13.817521725071883,14.473708766954257,13.899216964162754,13.89209957963766,12.886705786549424,13.77236240078576,13.8178828447054,13.77352963823406,13.851396896417915,13.798089999975891,13.791542733027226,13.549978061951249
O00217,NDUFS8,NDUS8_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",19.717583820669887,19.98643285655575,18.72649659033542,19.509404471710347,20.653635525513764,20.406272158433573,17.21075343930243,18.81067678615605,17.714806127411315,18.738033527701425,17.722530561467707,19.989149326583544,19.575613453707184,20.03870419005753,20.08707951455784,19.10411307824772,19.60399699128528,18.4809742406675,19.026247519403935,19.26645812069274,19.62319508996627,18.732341230226943,20.16408089197982,19.595662110090966,20.513832043697768,20.306119754632707,18.95166825607764,20.41826837364382,19.305914142308673,19.85464713154884,20.00598449217535,19.91251072246242,20.17075434464383,19.688675600913275,20.47282016081234,19.505064998180963,19.5212191671203,20.306606645521786
O00231,PSMD11,PSD11_HUMAN,26S proteasome non-ATPase regulatory subunit 11,18.741120328586064,19.179235704168484,18.394637698466894,19.324086253140457,19.376435664898843,18.881612817283845,19.092524095266317,18.777081629181705,18.966129856458775,19.1699424923448,18.847575961150785,19.047269940692075,19.013111524755235,19.60801890924943,18.94097693475773,19.382467096169623,19.62584576175523,19.085039425714005,19.553123975966905,18.915696672964295,19.07856781299432,19.36401201878226,19.030793955350113,19.074807146910494,19.293009727664927,18.93573380056838,19.149201535125563,18.879655204811804,19.310675430645787,19.124757194768804,19.382553918875825,19.65749584258599,19.295382370277117,19.34595220943697,19.389481688585164,19.39926841806902,19.249628861437664,19.29353874395994
O00232,PSMD12,PSD12_HUMAN,26S proteasome non-ATPase regulatory subunit 12,19.66278201673836,19.4815498703315,18.70353731602456,19.54891943805459,19.061343696303396,19.092269979818457,19.371240333442135,19.15190407569801,19.136644767128494,19.35635122734144,18.8902442053586,19.241166435451152,19.09575046344187,19.788873643031287,19.296890455646555,19.46780814957018,19.662415415103233,18.782122797320376,19.824247003305448,19.407520706305245,19.129115024219633,19.23985102655463,19.37389144068148,18.85851481232745,19.27347899530828,18.96781665549121,19.20688733726685,18.828971238515756,19.337276820615163,19.774640527838802,19.324968674484516,19.583841159571495,19.682133347905395,19.48558188490335,19.463987642437544,19.628649533774656,19.207969710712018,19.568663421545644
O00233,PSMD9,PSMD9_HUMAN,26S proteasome non-ATPase regulatory subunit 9,18.25918732041756,18.412014297101468,18.620489105934308,18.697092635867907,18.199440310128477,17.99085521326051,19.081577086915924,18.085270536344623,18.44311596186986,18.39120504153207,18.390974309763152,18.16949583062341,18.169399146330655,17.78341406442915,19.25169186141389,19.643609735830676,18.72231415142476,19.130172710647468,18.970012305228742,18.34753544235942,18.105124114219382,19.3000322705472,19.28479117763517,18.565722312971136,18.247275849426316,18.38575842911315,18.141644224894755,18.23383859315476,17.99867606963743,18.056501098802425,17.934829831224896,18.05812028320417,17.633249780294516,18.14671072932514,18.216237379198603,18.023049659465823,17.7192869606032,17.821519275167184
O00264,PGRMC1,PGRC1_HUMAN,Membrane-associated progesterone receptor component 1,18.93358679952872,19.03738091237863,19.93530405048461,18.783552972021376,18.933891415696507,19.71681038511036,20.47273170952987,18.12585546441603,18.31576534158828,18.848373503358513,20.48832766754203,18.943691820186437,19.56105099033656,18.77947699390896,18.44865173403515,18.586964107355097,18.96785580010636,20.258434905175445,18.80402672531522,19.059062444649797,18.972535108736835,19.28540201164017,18.34234963444288,18.960905791107603,18.45957973977141,18.75863812170689,18.99988038576464,20.084175049926777,19.585526586610143,19.053725091281425,18.935784874521225,18.671288823228636,18.613803170697548,19.112147506753303,19.147293523102046,19.142326935580485,18.77238412510793,19.407225404777527
O00299,CLIC1,CLIC1_HUMAN,Chloride intracellular channel protein 1,18.86418093754741,19.134555994657685,21.117933740181936,19.43807863444875,19.36120448882269,18.74590129014488,21.16324142156144,19.81997641837697,19.369938955246383,19.874853805770503,20.708972659336112,19.213731503826235,19.479096934558303,18.801258132950387,19.38826266783851,20.597383277713288,19.98489071578495,21.18311498559016,20.380439865573333,20.399926843381273,19.723945867453605,21.094774933804437,19.91935880399764,20.193527389510585,18.83082797257557,18.90537062944745,18.281174227810546,20.444998754626567,18.601572032562256,18.37079946382047,18.4283887415759,18.157697021608268,18.05869829547585,18.300230519137525,18.364784976964263,17.85557518914213,17.99121980020701,17.880387671652013
O00303,EIF3F,EIF3F_HUMAN,Eukaryotic translation initiation factor 3 subunit F,16.90378096240648,17.477082404116434,16.15450735752459,17.69368032480624,17.77595292342957,17.999065927989196,16.918157617817158,18.02604127328712,17.45122349240958,17.802401826589524,17.74102429795135,17.75943576006998,17.07579792891052,17.961941985946055,16.594976872430415,17.3778013267367,17.831146592929656,17.66324623208099,17.933450898586063,17.77774216875237,17.716309042455336,17.964840287296386,17.520894407909953,16.68165118357966,17.989083374333607,17.466742627398983,17.323399158919813,17.407236793071544,17.699928264548742,17.317448878108674,16.2638969603012,17.880944215095006,17.958252800397744,17.815528399234402,17.412784807642154,17.901260542688455,17.677292734981105,17.18342803315914
O00330,PDHX,ODPX_HUMAN,"Pyruvate dehydrogenase protein X component, mitochondrial",21.15742881034121,21.496694985001565,18.621432610150595,21.32631576794022,22.54211310344767,22.051676888758983,18.65955014112332,21.117273409530963,20.63307152216233,20.835514589831536,20.180527836851113,20.94567009952646,20.661048088845835,21.31592123369805,21.130241389659737,20.27230836616047,21.18980126772274,19.491317989443115,20.823572050290792,21.19774742907808,21.385149949462747,20.66458751937908,21.35367837868491,20.75264475388756,21.716647556442865,21.42502852040634,21.00080163126749,21.1608327917006,21.10820692896015,21.383327758159098,21.334028052149375,22.236201210504095,21.701348524226457,21.99054647821345,22.379366419252225,21.301843186828993,21.644280142844963,21.568280155500645
O00410,IPO5,IPO5_HUMAN,Importin-5,21.281319021435117,20.769663159396433,20.367153204423047,20.801858540632452,20.81967187441737,21.22997786706784,20.562516153146717,20.987640399823125,20.816129534150644,20.40935492243247,20.566183418060007,20.79142632570355,20.815380049489264,21.033873648737433,21.08218975139305,21.2777843454519,20.67776554462672,20.432549815264903,20.560155464078424,20.499954634186512,21.024508712579745,20.632297875602735,20.85847412167841,20.966937043000843,20.80505405969889,21.313488000398895,21.52429290066648,20.71977802841172,21.076199275638775,21.326048514143334,21.300853895147245,20.791602238302797,20.901967109448137,20.776983887800377,20.857267715769407,21.140829432467225,21.101690858682097,21.337606265436424
O00418,EEF2K,EF2K_HUMAN,Eukaryotic elongation factor 2 kinase,14.066707337373668,14.198757756688343,14.220457098755485,14.096958593275003,13.744646257199538,13.217200794378938,14.236145030352029,14.253873323572034,14.569096296162826,14.54605648786544,14.239701566015253,14.305939497944204,14.50141459145439,14.18297284562322,14.06414815027791,14.281056022117767,14.317882371384636,14.270326144441134,14.299034580752949,14.305471461192235,14.064542620913087,14.262696828729975,14.205310935430564,14.166164491281135,13.82203542887023,13.826922245099206,14.104966014676023,14.171006819970312,14.319872932318082,13.715348344226957,13.531719570045109,13.58619557387965,14.070763644271931,13.665172571721946,13.578475000208869,14.346191182973495,13.94740009146893,14.34719256778909
O00423,EML1,EMAL1_HUMAN,Echinoderm microtubule-associated protein-like 1,17.888957070107384,16.842537872673887,16.762630091812635,17.605623869285452,17.68270529374701,17.880663321244764,16.811667698877315,17.567953192999287,18.09513102286558,17.854562152487635,16.35239839381584,17.681631141949577,17.8074101446863,17.686218206591192,17.667247337635306,17.2816660735116,18.06304321892842,15.811255910660709,18.122267664919672,18.21275008267503,17.622185756031243,17.15747384227054,17.629385368882254,17.697399222103556,17.761747065283743,17.385203220304014,17.864821465934895,16.111165330211424,17.961592902837836,18.11081835950142,17.790434707969204,18.559749327759818,18.110236082384933,18.318078557550663,18.396480303691956,18.430352136657376,18.07033489756995,17.815828587832062
O00429,DNM1L,DNM1L_HUMAN,Dynamin-1-like protein,19.828559165487203,19.425602547404853,19.18240340986791,19.2313626332014,19.368630262914483,19.624659107726323,17.98740532076346,18.519871302914694,18.7612207879478,18.77550012136411,18.260320191179993,18.902320452275912,19.218207274332087,19.15374085677983,19.103183989940952,18.25609700718313,18.546991743643936,17.905108414462386,18.759234745291597,18.67698624151534,19.231990370095676,18.44732057533005,19.147785878310824,19.35598149717603,19.413091442309337,20.03491394729599,19.389294341891503,19.47016465230098,18.96392996013569,19.855633604368368,20.03187199589828,19.09309488632396,19.268741218732615,19.192528861970377,19.302006526124817,18.840764918701797,19.287279713716803,20.00383119942217
O00442,RTCA,RTCA_HUMAN,RNA 3'-terminal phosphate cyclase,19.24219383663045,19.443825050603028,18.221661483623446,19.086479420302165,18.89481190718373,19.296165004704665,17.4158339433143,19.537612305302247,18.907014581445186,18.448530456573828,17.639631087071823,19.082548719562656,19.239300716120127,18.734364547340196,18.282236319897443,18.77902637716819,18.393374721511194,17.019736271340317,18.689499891929913,18.289649924473274,19.16221993283651,18.04005232340519,19.041152565699967,18.944984566260633,18.617457329572225,18.767097748358996,19.426437046712227,18.513414713003215,19.014429523829737,18.615484437264552,18.988075400387544,19.018217123995928,18.66636736415606,19.046917042735732,19.111951741899357,18.67148737256281,18.885335342337704,18.918709492626604
O00483,NDUFA4,NDUA4_HUMAN,Cytochrome c oxidase subunit NDUFA4,24.53196367650173,24.32287441309462,22.68695586126335,23.42513254656897,24.122942222749117,24.886051170455737,22.926783513571753,23.469649654807007,23.108185087110503,23.186437571500424,22.616149010095793,23.295310665227507,23.417775378354687,23.470604454338396,24.131478308846255,22.985907072073452,23.36810254443979,22.7680855383526,23.23579021528291,23.369446024708825,23.730863279958086,22.956427319199253,23.294869770380465,23.450708322443777,24.44897938053558,24.554527657163018,24.325007521046196,23.137567606304252,24.289437883988096,24.895340371723226,24.892440217871236,24.586927375418995,24.895319135259236,24.52025954728235,24.676015417921505,24.029466051821267,24.02601638303542,24.845249960891376
O00487,PSMD14,PSDE_HUMAN,26S proteasome non-ATPase regulatory subunit 14,19.540824231604148,19.761134310891173,19.133947304447297,19.735818645271433,19.313795689728753,18.989364656266112,19.544607801594545,18.97087166809856,19.28148684541024,19.641588095933567,19.43322042499645,19.594531861987445,19.11882438052648,19.69731655205319,19.741425580853527,19.668757495036967,20.096316674712007,19.625201957060717,20.075029870431983,19.638642270498956,19.33054345138699,19.849018499596507,20.130062468834268,19.0839845366083,19.5643659041158,19.778704774822184,19.472734877201898,19.224336900137448,19.90804581026237,19.696260206973164,19.6222585740852,19.795866548633104,19.53161769295059,19.579936865151307,19.834027171418573,19.378967196468913,19.28888968114994,19.865876062930063
O00499,BIN1,BIN1_HUMAN,Myc box-dependent-interacting protein 1,24.629667994970426,24.455564492162456,21.060897435683277,24.013238785166873,23.88958687235162,24.183101388797645,23.88204936156304,24.28547130602562,24.67355490037262,24.47356920564349,23.80647766164866,24.64437825963329,24.569379962065057,24.789374554650255,24.216344976886933,24.158731424069767,24.057752329269984,23.743151655859357,24.486345241006305,24.438333754845655,24.243984778115017,24.182689305628312,24.3908971227385,24.406296029126604,23.96474437315645,24.19951608987107,24.856080130190097,23.931747900259232,24.806031244664577,24.61424209612698,24.651221149757077,24.591635229968755,24.73147065343107,24.535197087057774,24.55281695932195,24.79449430573015,24.79624711893701,24.155909895991996
O00505,KPNA3,IMA4_HUMAN,Importin subunit alpha-4,20.197652572913267,19.97924803839974,18.544815015277432,19.910248008213873,20.121465742338938,20.743354334083456,18.10009761378348,19.74763171127817,19.671876751120408,19.256100370510328,18.359246322731742,19.717830340234457,20.46938807475172,19.907573504952147,20.22102481315362,18.64292573229316,19.264531135584892,16.510150097943132,19.57530159738061,19.743785661100823,20.00624707299732,18.90613755396493,19.17727942314437,19.729052276903356,19.855996162329976,19.624512729293684,19.88631672687928,19.341195578536276,20.12132621173693,20.000702304681717,19.97730516738521,20.17133076771913,19.80574395722872,19.84233551414845,19.966724488593407,20.383115234777936,20.35252231521873,19.871242792185974
O00560,SDCBP,SDCB1_HUMAN,Syntenin-1,15.962528892656529,16.35911321255585,15.962134388871323,16.297706663784272,15.99842585375742,15.365784782943395,16.992631075615147,16.339623966405842,16.81276047691392,16.928245481523902,17.254564046922425,16.390614940018093,15.914250822505702,16.785215913551905,15.7086267278708,16.592901816484172,16.965207872532027,17.283653947035898,17.041062393241287,16.540966822705887,16.617131701362286,17.393330713468544,16.356437984500815,15.460913930099949,15.589515728704004,16.54133489258519,16.293133497451237,16.74143500095025,15.327525413005088,14.994421288619863,16.258063681051034,15.464626384683305,15.960012486753213,16.312045990425904,15.728160484652888,16.23474944612346,17.038115707956234,15.2573481371648
