"gene","cv_t1","cv_t2","delta_cv","supplement"
"SERPING1",91.9251962215928,111.370370303748,19.4451740821553,"Creatine"
"SNCA",117.078465028728,103.478404953344,-13.6000600753842,"Creatine"
"RAP1B",65.025503324754,78.8874520032885,13.8619486785345,"Creatine"
"YWHAB",36.6498194328427,70.4388423231059,33.7890228902633,"Creatine"
"H3-3A",45.8594296897864,132.221684809137,86.3622551193505,"Creatine"
"PPP3CA",17.0091276512449,20.0360787938103,3.02695114256547,"Creatine"
"NDUFB10",49.0768770872697,33.2245755514259,-15.8523015358438,"Creatine"
"S100A10",50.1078980311307,89.4657441286558,39.3578460975251,"Creatine"
"ARHGDIA",44.2297072399755,58.8767641077312,14.6470568677557,"Creatine"
"GPT",42.2654552513258,60.877410265879,18.6119550145533,"Creatine"
"REEP5",31.7628600749084,26.8691335610693,-4.89372651383912,"Creatine"
"ACADS",43.3745930033023,64.1963398453571,20.8217468420548,"Creatine"
"ACTC1",14.4440944054644,114.682066211815,100.237971806351,"Creatine"
"DDB1",7.52512939189331,11.2488637949518,3.72373440305845,"Creatine"
"ALDH2",31.5405722621612,77.185718214779,45.6451459526177,"Creatine"
"CTSD",21.3207994675241,49.5685166366979,28.2477171691738,"Creatine"
"ALDH1A1",43.2810157485001,47.9876009000308,4.70658515153072,"Creatine"
"ACOT2",32.6795229159164,37.8241498297162,5.14462691379985,"Creatine"
"GDI2",27.7168856411663,31.3797117046804,3.66282606351407,"Creatine"
"CFH",99.2235331159516,90.3151124882171,-8.90842062773451,"Creatine"
"PSMC1",41.1096006170417,27.336213609702,-13.7733870073398,"Creatine"
"GSTM1",83.0934928012459,85.0975625286074,2.00406972736147,"Creatine"
"S100B",118.905451745665,83.3066319766527,-35.5988197690119,"Creatine"
"UQCRQ",57.6084092362457,48.6762609321622,-8.93214830408356,"Creatine"
"FKBP1A",21.2923001074859,18.3931497098333,-2.89915039765259,"Creatine"
"OLA1",14.2171849702433,18.5551558746783,4.33797090443502,"Creatine"
"PHB2",36.2074336055669,25.0169092647748,-11.1905243407921,"Creatine"
"ANXA7",15.9244779788078,13.9680686924321,-1.95640928637565,"Creatine"
"GRHPR",22.6774670363757,19.9664805984663,-2.71098643790938,"Creatine"
"NDUFV2",49.9772674777242,33.8503677271063,-16.1268997506179,"Creatine"
"PCBP1",22.4267255219417,15.9119149087424,-6.51481061319925,"Creatine"
"CES1",86.9746268387802,109.628983775125,22.6543569363446,"Creatine"
"WDR1",19.8218180547551,13.62985739728,-6.19196065747512,"Creatine"
"ETFB",38.4511933628548,53.4409594874731,14.9897661246183,"Creatine"
"DUSP3",16.7289336935993,33.8710511167791,17.1421174231798,"Creatine"
"AMPD1",46.6901872747046,51.1695802484066,4.47939297370198,"Creatine"
"PFN2",38.4309008149222,31.0137298783493,-7.41717093657292,"Creatine"
"EIF4A1",23.9322769941106,29.7520426999944,5.81976570588386,"Creatine"
"APOD",73.188066923544,93.0598684580216,19.8718015344777,"Creatine"
"HSPB2",25.8634307876135,20.9396275036431,-4.92380328397036,"Creatine"
"APOC1",79.3975977286899,128.332577010743,48.9349792820533,"Creatine"
"MYO6",74.913281355691,50.888047144649,-24.025234211042,"Creatine"
"SLC25A13",42.2242936893148,44.2112411696935,1.98694748037867,"Creatine"
"PLN",50.2306111312459,51.2846326551463,1.05402152390046,"Creatine"
"PFKL",20.2340979610803,37.2433647487553,17.0092667876751,"Creatine"
"STOM",96.4355550260098,88.882165606569,-7.55338941944085,"Creatine"
"PPP3R1",15.5315500279548,27.2520466781194,11.7204966501646,"Creatine"
"HSPA9",36.7283973519309,39.2912104740958,2.56281312216485,"Creatine"
"UBE2D3",17.630904298652,17.9563550111962,0.325450712544118,"Creatine"
"CFB",100.422087673274,92.413599049383,-8.00848862389051,"Creatine"
"PRKAR1A",20.2516522634083,14.1973990294769,-6.05425323393149,"Creatine"
"DEFA3",57.8142495093238,129.797306625414,71.9830571160906,"Creatine"
"AGT",102.592878963055,88.4946798731281,-14.0981990899268,"Creatine"
"ARF1",29.0134248500493,39.7049386601644,10.691513810115,"Creatine"
"SUCLG1",54.8397135707419,52.7246529538617,-2.11506061688014,"Creatine"
"TALDO1",48.1713325042694,56.3308905680504,8.15955806378093,"Creatine"
"HSDL2",36.8794258489159,67.0377109253551,30.1582850764392,"Creatine"
"FABP5",23.6897895712703,32.6149500597791,8.92516048850879,"Creatine"
"ITIH4",87.1433720062192,94.153385016879,7.01001301065983,"Creatine"
