"gene","cv_t1","cv_t2","delta_cv","group"
"TPM1",99.2176605536715,166.591513433547,67.3738528798753,"CR (pooled)"
"GPD1",91.0461824015801,72.1225260055153,-18.9236563960647,"CR (pooled)"
"CS",31.9501897820245,39.6207854273436,7.67059564531906,"CR (pooled)"
"DECR1",60.132439909548,42.5348588635077,-17.5975810460404,"CR (pooled)"
"HSPA8",44.5355460420701,44.9564003545052,0.420854312435075,"CR (pooled)"
"HADHA",23.7581477820501,23.1730630198792,-0.585084762170887,"CR (pooled)"
"ACO2",33.9036133828916,29.5454006630318,-4.35821271985985,"CR (pooled)"
"BLVRB",98.4753843716571,124.468979931974,25.9935955603171,"CR (pooled)"
"ACAT1",20.6320919369317,23.0363011432072,2.40420920627546,"CR (pooled)"
"CSRP3",40.6537896289063,33.3491597797508,-7.30462984915557,"CR (pooled)"
"LDB3",26.4741229614394,46.0612940174006,19.5871710559612,"CR (pooled)"
"AKR1A1",56.2063059773519,43.4295671850303,-12.7767387923216,"CR (pooled)"
"GSTM2",37.3101227797575,30.2342182107359,-7.07590456902154,"CR (pooled)"
"MYBPC1",51.01803059979,74.7884878983233,23.7704572985333,"CR (pooled)"
"TNNI2",84.9917963795169,156.877460035229,71.8856636557119,"CR (pooled)"
"ANXA6",58.3113730099726,51.9085026570644,-6.40287035290817,"CR (pooled)"
"CFL2",30.3157951706077,21.2466840779672,-9.06911109264047,"CR (pooled)"
"VDAC1",29.2238045023004,22.0485059232415,-7.17529857905886,"CR (pooled)"
"TXN",76.3048860631279,62.263317302863,-14.0415687602648,"CR (pooled)"
"FLNC",51.4239327430757,47.5972907484847,-3.82664199459108,"CR (pooled)"
"CALM1",145.198369086261,99.010153261144,-46.1882158251172,"CR (pooled)"
"TNNT3",95.6944391376233,178.890275222697,83.1958360850732,"CR (pooled)"
"LDHB",68.8208341793755,91.4845485549084,22.6637143755329,"CR (pooled)"
"BIN1",35.860477989389,14.0728024544148,-21.7876755349742,"CR (pooled)"
"ACADVL",25.0529857982233,36.9753648218376,11.9223790236144,"CR (pooled)"
"AKR1B1",38.0905292766183,23.6642636378865,-14.4262656387318,"CR (pooled)"
"PRDX3",31.2089252862365,22.3587874121431,-8.8501378740934,"CR (pooled)"
"HADHB",25.9231510449981,28.4902130595451,2.56706201454699,"CR (pooled)"
"CAT",110.154328773237,136.107185876794,25.9528571035574,"CR (pooled)"
"UQCRC2",40.8218139344664,21.661721432747,-19.1600925017194,"CR (pooled)"
"SLC25A6",52.1228632209611,50.5288324684297,-1.59403075253138,"CR (pooled)"
"SLC25A5",34.5548215925853,33.7144161526444,-0.840405439940959,"CR (pooled)"
"H2BC4",141.06139841047,124.284233527303,-16.7771648831663,"CR (pooled)"
"TUBA4A",40.7284685402618,21.8291873787868,-18.8992811614749,"CR (pooled)"
"DCN",197.072173598237,102.389724012545,-94.6824495856924,"CR (pooled)"
"APOBEC2",38.3726588865656,38.7154986076034,0.342839721037777,"CR (pooled)"
"HSP90AA1",55.4661415567682,48.3562113862454,-7.10993017052277,"CR (pooled)"
"EEF1A2",27.9672176903823,23.7428864484217,-4.22433124196063,"CR (pooled)"
"ATP5MF",35.8529350473484,20.1567222979566,-15.6962127493917,"CR (pooled)"
"TTN",84.4545056739729,146.937793797929,62.483288123956,"CR (pooled)"
"SRL",24.355851143968,22.2107787892225,-2.14507235474551,"CR (pooled)"
"HSPA1A",31.706174122485,23.9492135190866,-7.75696060339836,"CR (pooled)"
"COX5B",50.5717718564038,24.1519597176574,-26.4198121387464,"CR (pooled)"
"TNNC1",79.8307976523648,121.866617697623,42.035820045258,"CR (pooled)"
"ECHS1",66.9466922784322,22.3059548542339,-44.6407374241983,"CR (pooled)"
"NDUFA4",39.8163570300951,42.4164935813048,2.60013655120979,"CR (pooled)"
"ATP5MG",43.7678627724962,27.4798765920563,-16.2879861804399,"CR (pooled)"
"PFN1",111.066751120143,57.9499692204624,-53.1167818996806,"CR (pooled)"
"ATP5F1C",43.8771010775422,24.8736996645865,-19.0034014129558,"CR (pooled)"
"ANKRD2",43.2192311103583,50.1966643627144,6.97743325235609,"CR (pooled)"
"UQCRC1",33.1089685951442,24.1391992298095,-8.96976936533474,"CR (pooled)"
"HADH",39.8936168817248,28.5492968803577,-11.3443200013671,"CR (pooled)"
"PDLIM5",38.0071648897251,97.4072209501491,59.400056060424,"CR (pooled)"
"YWHAG",49.8227315449328,32.782655905392,-17.0400756395407,"CR (pooled)"
"PLIN1",157.776206459104,175.281462374743,17.5052559156393,"CR (pooled)"
"COX7A1",44.748382834882,24.6735115887723,-20.0748712461097,"CR (pooled)"
"DBI",90.5337888017569,35.3472590753953,-55.1865297263616,"CR (pooled)"
"SOD2",51.0964269391641,50.3726185219508,-0.723808417213291,"CR (pooled)"
"TPM3",118.333981519858,155.832213666461,37.4982321466022,"CR (pooled)"
"TUBB4B",70.981339411198,48.8949187866822,-22.0864206245158,"CR (pooled)"
"TRIM72",18.8115175644153,15.7604479496188,-3.05106961479645,"CR (pooled)"
"COX4I1",30.5744015883792,16.5726855879439,-14.0017160004353,"CR (pooled)"
"UGP2",40.2077892331602,39.4525650504093,-0.755224182750894,"CR (pooled)"
"ATP5PO",37.3542799287555,22.9149910675602,-14.4392888611953,"CR (pooled)"
"LUM",165.999122488654,93.8452755230398,-72.153846965614,"CR (pooled)"
"CASQ2",39.668896251744,34.2890830143565,-5.37981323738749,"CR (pooled)"
"QDPR",25.3212496598961,26.0539767700707,0.732727110174594,"CR (pooled)"
"CMBL",38.1381695532432,30.6907148019185,-7.44745475132468,"CR (pooled)"
"MYOM2",36.4105400385924,85.2963447878775,48.8858047492851,"CR (pooled)"
"AHNAK",171.860987472418,112.052695873508,-59.8082915989107,"CR (pooled)"
"GLO1",22.9328186279233,17.5338753168561,-5.39894331106724,"CR (pooled)"
"VDAC3",39.3654512094508,22.0418552730607,-17.32359593639,"CR (pooled)"
"GSTP1",32.2892193699405,34.8933510021784,2.60413163223789,"CR (pooled)"
"ECH1",22.9581976570977,33.0152140245503,10.0570163674526,"CR (pooled)"
"SLC25A3",32.5224367080675,21.7721197451386,-10.7503169629289,"CR (pooled)"
"ATP5PD",42.5034762830698,31.9370092495598,-10.56646703351,"CR (pooled)"
"ADSS1",24.0811888501957,25.1947028558582,1.11351400566251,"CR (pooled)"
"CAVIN1",168.858537371515,127.370967266904,-41.4875701046114,"CR (pooled)"
"MT-ATP6",40.5520608081253,38.2505703883677,-2.3014904197576,"CR (pooled)"
"TNNI1",87.7972760191311,144.052782171736,56.2555061526046,"CR (pooled)"
"HSPB7",38.8368333466434,27.052639244723,-11.7841941019204,"CR (pooled)"
"CSTB",121.388876609483,56.7787603281686,-64.6101162813146,"CR (pooled)"
"RTN2",28.5507893795725,22.5879813785448,-5.96280800102771,"CR (pooled)"
"ACTN2",170.382741468369,200.966175742904,30.5834342745356,"CR (pooled)"
"NNT",38.7082908951976,24.9177767919024,-13.7905141032952,"CR (pooled)"
"TNNT1",108.666255761888,139.24255849729,30.5763027354019,"CR (pooled)"
"PRDX5",55.2016217897131,32.0856860155941,-23.1159357741191,"CR (pooled)"
"PADI2",29.9821844550112,13.6693078920097,-16.3128765630015,"CR (pooled)"
"UQCR10",24.3893154446285,41.7964644736162,17.4071490289877,"CR (pooled)"
"ETFA",23.7432600119029,31.4996907531092,7.75643074120626,"CR (pooled)"
"ACSL1",82.9514812651569,57.32190422477,-25.6295770403869,"CR (pooled)"
"GLRX",53.1474197746864,46.5104864689543,-6.63693330573214,"CR (pooled)"
"FH",28.8026289165011,24.280704374024,-4.52192454247708,"CR (pooled)"
"HINT1",26.9101147716379,33.3081255921814,6.39801082054345,"CR (pooled)"
"MYH3",126.999296174057,104.329433702502,-22.6698624715544,"CR (pooled)"
"NIPSNAP2",38.1688803068047,20.624516324623,-17.5443639821818,"CR (pooled)"
"FTH1",49.9180923135044,89.5312823117992,39.6131899982948,"CR (pooled)"
"VDAC2",22.3462081673971,13.6642003497371,-8.68200781766,"CR (pooled)"
"ACYP2",50.6543874730575,27.3971858646703,-23.2572016083872,"CR (pooled)"
"COX6C",42.5251414452316,23.8184469600798,-18.7066944851518,"CR (pooled)"
"COX5A",35.6277027189352,21.8650316117955,-13.7626711071398,"CR (pooled)"
"UQCRFS1",35.3383210443098,28.6862033704301,-6.65211767387977,"CR (pooled)"
"HSP90AB1",27.2552131475895,30.9615446230943,3.70633147550485,"CR (pooled)"
"PCMT1",21.3087679036924,25.5810927759966,4.2723248723042,"CR (pooled)"
"PSAP",138.779451879203,71.1535265856882,-67.6259252935147,"CR (pooled)"
"ECI1",48.0450163203369,32.450300557164,-15.5947157631729,"CR (pooled)"
"CYB5R1",29.4031669930287,20.1184879529724,-9.28467904005636,"CR (pooled)"
"AAMDC",42.8520646726087,37.6534951101082,-5.19856956250042,"CR (pooled)"
"ATP5ME",43.8030423603401,37.6299977644774,-6.17304459586274,"CR (pooled)"
"UQCRB",38.1656660932459,18.9546852370149,-19.210980856231,"CR (pooled)"
"PHPT1",40.4541769583694,15.337822635412,-25.1163543229574,"CR (pooled)"
"VBP1",52.2081141809907,17.7789098108106,-34.4292043701802,"CR (pooled)"
"ADH1B",131.4472356279,162.4904969455,31.0432613176001,"CR (pooled)"
"AGL",46.6084732953142,37.1557599438883,-9.45271335142588,"CR (pooled)"
"ESD",23.4744567149195,27.4143279832597,3.93987126834016,"CR (pooled)"
"LMCD1",36.8946625490972,28.5023680560414,-8.39229449305584,"CR (pooled)"
"EIF5A",47.6967849685168,42.0859292354516,-5.61085573306524,"CR (pooled)"
"ATP5F1D",43.8354130583133,35.9628418210633,-7.87257123724996,"CR (pooled)"
"CD36",170.635551278955,130.879791333361,-39.7557599455938,"CR (pooled)"
"PLIN4",189.949231117821,125.263007034195,-64.686224083626,"CR (pooled)"
"TPT1",16.5989491350709,18.3613657788482,1.76241664377727,"CR (pooled)"
"CYC1",37.5836960432266,34.6214453168429,-2.96225072638372,"CR (pooled)"
"KLHL41",61.3085251775106,82.5695947528906,21.26106957538,"CR (pooled)"
"CISD1",35.848514736614,15.5736932509183,-20.2748214856957,"CR (pooled)"
"SDHA",30.1891490227013,33.9898004040642,3.80065138136288,"CR (pooled)"
"UQCRH",36.4699407652553,64.8402085004046,28.3702677351493,"CR (pooled)"
"NPEPPS",24.7558500803041,17.3740035850262,-7.38184649527785,"CR (pooled)"
"MACROD1",35.4324588489658,25.4180392786288,-10.014419570337,"CR (pooled)"
"NDRG2",31.6138640579168,21.7687173968804,-9.84514666103641,"CR (pooled)"
"EHD2",151.464855293517,129.357146467066,-22.107708826451,"CR (pooled)"
"ADIRF",147.86408552411,144.117453749425,-3.74663177468557,"CR (pooled)"
"FLNB",31.4293171485308,31.7329862728464,0.303669124315576,"CR (pooled)"
"VCL",85.7203300434134,52.8830379331339,-32.8372921102795,"CR (pooled)"
"CAV1",145.65202552586,147.061807272876,1.40978174701655,"CR (pooled)"
"NEB",113.370804438472,170.896899508582,57.52609507011,"CR (pooled)"
"PYGL",49.9129838958183,27.7603908152533,-22.1525930805651,"CR (pooled)"
"CRAT",30.0110234883417,32.8692374410835,2.85821395274189,"CR (pooled)"
"ST13",36.8057306902168,37.1502868654838,0.344556175267037,"CR (pooled)"
"UBE2N",28.1512938275279,27.1472334534666,-1.00406037406131,"CR (pooled)"
"RTN4",37.2279807675961,35.1547637870588,-2.0732169805373,"CR (pooled)"
"DLST",31.9581625362657,26.9338704487465,-5.0242920875192,"CR (pooled)"
"SYPL2",30.5429110276773,22.7740945091248,-7.76881651855245,"CR (pooled)"
"GYG1",36.5310581522764,26.8753464786949,-9.6557116735815,"CR (pooled)"
"RNH1",35.7876502975418,48.5579191692692,12.7702688717274,"CR (pooled)"
"ADH5",66.7093485625326,50.763673890032,-15.9456746725006,"CR (pooled)"
"ACAA2",33.5443629284796,28.6199563102564,-4.92440661822318,"CR (pooled)"
"YWHAZ",104.680537716107,94.2583221596398,-10.4222155564667,"CR (pooled)"
"HSPA2",43.104697120812,55.8141112689316,12.7094141481195,"CR (pooled)"
"HSPD1",68.7688044350305,28.4741973551761,-40.2946070798545,"CR (pooled)"
"ATP5PB",42.5231310149121,37.9829638014051,-4.54016721350695,"CR (pooled)"
"KRT1",211.903558176841,79.9290690730088,-131.974489103832,"CR (pooled)"
"ARL6IP5",51.4129923840245,18.37024408886,-33.0427482951645,"CR (pooled)"
"PDHB",52.8280940852867,28.7318772551697,-24.096216830117,"CR (pooled)"
"COX6B1",38.4340755860014,47.0338078351634,8.59973224916199,"CR (pooled)"
"TUFM",22.995039373702,20.6439732889215,-2.35106608478048,"CR (pooled)"
"HAGH",30.0985322260825,23.7597453277493,-6.33878689833319,"CR (pooled)"
"TAGLN",123.560417473361,90.7459953680017,-32.8144221053592,"CR (pooled)"
"NDUFS1",32.5535158961164,20.6352821066152,-11.9182337895013,"CR (pooled)"
"DLD",26.8331231266134,16.4050601625325,-10.4280629640809,"CR (pooled)"
"OGDH",33.0215791076906,30.6263593275391,-2.39521978015156,"CR (pooled)"
"COQ9",50.0352211081436,35.6060103324845,-14.4292107756591,"CR (pooled)"
"DLAT",41.9052082811242,21.6111226785322,-20.294085602592,"CR (pooled)"
"COQ8A",28.1418409480934,31.1270362181197,2.98519527002631,"CR (pooled)"
"SLC25A12",35.7311746687944,23.1628703588917,-12.5683043099026,"CR (pooled)"
"FKBP3",21.3578052511938,19.2928106701771,-2.06499458101672,"CR (pooled)"
"EEF2",18.348261613351,18.8353574148303,0.48709580147932,"CR (pooled)"
"PDHA1",41.8109378904888,33.3437683111667,-8.46716957932212,"CR (pooled)"
"GSTO1",46.798458993108,66.3061041065183,19.5076451134103,"CR (pooled)"
"GPD1L",39.0763068043345,34.860670872168,-4.21563593216649,"CR (pooled)"
"SUCLA2",45.2794988942539,34.8451294419106,-10.4343694523433,"CR (pooled)"
"UBA1",30.9722773165987,39.0732620532783,8.10098473667956,"CR (pooled)"
"ACADM",41.7829872053739,35.1111958741229,-6.67179133125093,"CR (pooled)"
"COMP",164.987267017432,127.158552336967,-37.8287146804658,"CR (pooled)"
"SDHB",27.0955678243335,25.8909485218475,-1.20461930248598,"CR (pooled)"
"ALDH9A1",36.8851880523037,37.1352648220564,0.250076769752745,"CR (pooled)"
"FBP1",58.5474669377834,44.1582538170944,-14.389213120689,"CR (pooled)"
"PRELP",193.012977477015,120.912061195814,-72.1009162812009,"CR (pooled)"
"GAMT",27.7101393526127,30.5247947447282,2.81465539211555,"CR (pooled)"
"SAR1A",53.3585474392735,61.3246567137699,7.96610927449636,"CR (pooled)"
"AOC3",141.58483436921,118.468755453652,-23.116078915558,"CR (pooled)"
"GSTM3",53.7292365706722,40.9783497286922,-12.7508868419801,"CR (pooled)"
"P4HB",67.865047879769,42.6045183021377,-25.2605295776313,"CR (pooled)"
"FTL",160.636307584733,89.3099830902988,-71.3263244944343,"CR (pooled)"
"LRRC20",30.4001293859278,32.8172330124834,2.41710362655558,"CR (pooled)"
"COX7C",55.0620013899523,41.8724824210641,-13.1895189688882,"CR (pooled)"
"RAP1B",112.249843728584,88.655829683647,-23.5940140449375,"CR (pooled)"
"H3-3A",136.517161127937,143.541816613144,7.02465548520624,"CR (pooled)"
"PPP3CA",20.7661879357371,22.5384268961184,1.77223896038132,"CR (pooled)"
"NDUFB10",40.2751294064059,20.2578369522425,-20.0172924541634,"CR (pooled)"
"GPT",35.4057383979023,41.4116128100932,6.00587441219091,"CR (pooled)"
"REEP5",38.5942946408464,34.8586732095791,-3.73562143126728,"CR (pooled)"
"ACADS",38.1794531066112,49.1065072627769,10.9270541561657,"CR (pooled)"
"DDB1",14.5791246040439,14.4348374940712,-0.144287109972725,"CR (pooled)"
"ALDH2",101.895715276552,96.0879972703108,-5.80771800624093,"CR (pooled)"
"ALDH1A1",61.7176841357369,58.2224067907114,-3.49527734502545,"CR (pooled)"
"ACOT2",29.4752155231038,23.417921915892,-6.05729360721179,"CR (pooled)"
"GDI2",39.4631349523937,41.8160634509839,2.35292849859022,"CR (pooled)"
"PSMC1",66.5279760767883,36.8809482571157,-29.6470278196726,"CR (pooled)"
"GSTM1",76.0178218139961,103.005568834223,26.9877470202269,"CR (pooled)"
"UQCRQ",57.1934234954192,36.4385276931668,-20.7548958022524,"CR (pooled)"
"FKBP1A",54.8381330007025,17.4341333855623,-37.4039996151402,"CR (pooled)"
"OLA1",21.8641498916982,24.4830825798197,2.61893268812154,"CR (pooled)"
"PHB2",22.6483219613602,21.3997544680911,-1.24856749326913,"CR (pooled)"
"ANXA7",24.6227620401845,23.7733870413378,-0.849374998846653,"CR (pooled)"
"GRHPR",18.7278499737045,19.7187803867032,0.990930412998722,"CR (pooled)"
"NDUFV2",34.7968335152446,19.4233752362766,-15.373458278968,"CR (pooled)"
"PCBP1",25.0787009056048,18.8676592628891,-6.21104164271567,"CR (pooled)"
"CES1",140.07109180696,135.146647472403,-4.92444433455697,"CR (pooled)"
"WDR1",20.5491650740642,19.5293527333667,-1.01981234069755,"CR (pooled)"
"ETFB",32.9456217142216,36.2070547140968,3.26143299987523,"CR (pooled)"
"DUSP3",22.2219763907499,22.6594441121774,0.437467721427502,"CR (pooled)"
"AMPD1",49.9090304261133,40.8771604681014,-9.03186995801197,"CR (pooled)"
"PFN2",39.8863862052176,24.9248069291631,-14.9615792760546,"CR (pooled)"
"EIF4A1",30.6103414435817,41.6539947958756,11.0436533522938,"CR (pooled)"
"HSPB2",28.3416169720097,22.8107172757833,-5.53089969622635,"CR (pooled)"
"CRYM",58.5125138261107,31.4344455365932,-27.0780682895175,"CR (pooled)"
"MYO6",68.708572990705,32.3604939290467,-36.3480790616582,"CR (pooled)"
"SLC25A13",38.5106988508887,27.5846965192076,-10.9260023316811,"CR (pooled)"
"PLN",50.1662455478816,38.7979671807735,-11.3682783671081,"CR (pooled)"
"PFKL",42.1407384294198,30.6786852469346,-11.4620531824851,"CR (pooled)"
"PPP3R1",20.309498175763,22.4856284264767,2.17613025071378,"CR (pooled)"
"HSPA9",36.010368227369,22.7614573101868,-13.2489109171822,"CR (pooled)"
"UBE2D3",30.4732097440865,37.7287956658051,7.2555859217186,"CR (pooled)"
"PRKAR1A",23.4901649887051,15.7879617201888,-7.70220326851632,"CR (pooled)"
"SUCLG1",44.6279685154004,33.0886979321391,-11.5392705832613,"CR (pooled)"
"HSDL2",25.9164296384389,40.4266685523283,14.5102389138894,"CR (pooled)"
"CZIB",36.5222758375124,35.1273975575214,-1.394878279991,"CR (pooled)"
"S100A13",112.756187391955,62.658483689926,-50.0977037020287,"CR (pooled)"
"SMPX",39.601320632763,54.2144291924647,14.6131085597017,"CR (pooled)"
"PCBD2",31.5097234669709,23.7373119989567,-7.7724114680142,"CR (pooled)"
"PREP",28.3828108571973,23.2617499758616,-5.12106088133574,"CR (pooled)"
"HIBADH",36.1749661411642,23.6556494352741,-12.5193167058901,"CR (pooled)"
"EEF1D",33.4026412307857,26.9054891278674,-6.49715210291836,"CR (pooled)"
"FMOD",156.335786688954,128.75012193205,-27.5856647569036,"CR (pooled)"
"VCP",40.9623200226163,41.6227286727338,0.660408650117503,"CR (pooled)"
"PBXIP1",25.1266516988189,29.4825471276203,4.35589542880147,"CR (pooled)"
"MYOZ1",136.757870618652,162.173270464465,25.4153998458133,"CR (pooled)"
"IDH3A",34.112801901028,34.7366909685418,0.623889067513872,"CR (pooled)"
"NDUFV1",40.9850893689054,26.1684115266895,-14.8166778422159,"CR (pooled)"
"HIBCH",40.3435158944769,33.5153122346286,-6.82820365984829,"CR (pooled)"
"PRKACA",19.0962188435952,11.3923235048909,-7.70389533870429,"CR (pooled)"
"AIFM1",28.0157651851036,21.4810940222195,-6.53467116288419,"CR (pooled)"
"SLC25A11",57.8255109751585,46.8575748077047,-10.9679361674538,"CR (pooled)"
"KRT10",229.647909903644,98.0749736736137,-131.57293623003,"CR (pooled)"
"MYOM1",41.3612372014482,97.2862719691078,55.9250347676597,"CR (pooled)"
"FUNDC2",39.787088235562,31.7166204481796,-8.07046778738247,"CR (pooled)"
"DES",118.946803239185,174.708782288948,55.7619790497627,"CR (pooled)"
"HSPE1",57.7474241238402,42.6259741071562,-15.121450016684,"CR (pooled)"
"ADPRHL1",47.2161981722892,39.8748667389313,-7.34133143335789,"CR (pooled)"
"NDUFA9",44.0681954387676,31.0967800403516,-12.971415398416,"CR (pooled)"
"PACSIN3",27.3071756282572,25.5053857998313,-1.8017898284259,"CR (pooled)"
"COASY",40.8661685784736,44.5638476249222,3.69767904644859,"CR (pooled)"
"NDUFA10",41.2399991948517,25.9365824980676,-15.3034166967842,"CR (pooled)"
"CCT3",33.9711255993588,34.7443592930466,0.773233693687772,"CR (pooled)"
"MGST3",26.5572478460017,33.683932369412,7.1266845234103,"CR (pooled)"
"CACNA2D1",25.4578370286825,20.3452745548645,-5.11256247381806,"CR (pooled)"
"LTA4H",19.5098393809692,18.358921815528,-1.15091756544127,"CR (pooled)"
"AK3",46.9454313417404,50.7877149498484,3.84228360810802,"CR (pooled)"
"HNRNPK",54.4486281877877,58.4334215817569,3.98479339396921,"CR (pooled)"
"MYOT",46.4757904431094,116.392823013267,69.9170325701572,"CR (pooled)"
"RNPEP",40.2821509749453,31.7106855158002,-8.57146545914511,"CR (pooled)"
"GYS1",39.3482552142898,40.4659780159111,1.11772280162126,"CR (pooled)"
"NDUFA5",40.6856215887123,24.0127925876574,-16.6728290010549,"CR (pooled)"
"IMMT",42.03641025211,32.3626873683884,-9.67372288372162,"CR (pooled)"
"SMTNL1",46.5513039112776,39.1713277800344,-7.37997613124313,"CR (pooled)"
"NT5C3A",30.501117311657,32.2672351722673,1.76611786061035,"CR (pooled)"
"ANK1",98.2625633221385,87.1487669134059,-11.1137964087326,"CR (pooled)"
"KRT19",144.118051615941,41.3953890880886,-102.722662527853,"CR (pooled)"
"ATP5PF",44.1651560098195,29.9203517548836,-14.2448042549359,"CR (pooled)"
"EEF1B2",59.0919369799335,22.6669106259201,-36.4250263540134,"CR (pooled)"
"NDUFA13",55.3172806778197,36.7621863355267,-18.555094342293,"CR (pooled)"
"PSMA5",37.6198076809583,38.3069684445083,0.687160763550004,"CR (pooled)"
"CAP2",31.6430716375262,25.9321405041987,-5.71093113332752,"CR (pooled)"
"NDUFB3",45.3819038679841,24.7028341141162,-20.6790697538679,"CR (pooled)"
"HMGB1",47.6128388699164,46.4836144644918,-1.12922440542464,"CR (pooled)"
"PPP2R1A",22.4004965867832,22.4962556918807,0.0957591050975424,"CR (pooled)"
"EPHX1",89.6036883938773,42.2680678207933,-47.335620573084,"CR (pooled)"
"PRKAR2A",23.8618730402386,18.9489943158175,-4.91287872442111,"CR (pooled)"
